title,affiliation_name,affiliation_country,publication_year,keywords
Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,"['Rheinisch-Westfälische Technische Hochschule Aachen', 'Université Paris-Saclay', 'Georgian Technical University', 'Riga Technical University', 'National Research Nuclear University MEPhI', 'Tata Institute of Fundamental Research, Mumbai', 'California Institute of Technology', 'Institute for Nuclear Research of the Russian Academy of Sciences', 'Deutsches Elektronen-Synchrotron (DESY)', 'National and Kapodistrian University of Athens', 'Universität Hamburg', 'Isfahan University of Technology', 'University of Chinese Academy of Sciences', 'Vrije Universiteit Brussel', 'Hungarian University of Agriculture and Life Sciences', 'Tsinghua University', 'Eötvös Loránd Tudományegyetem', 'University of Iowa', 'Rutherford Appleton Laboratory', 'Università degli studi di Bari Aldo Moro', 'Organisation Européenne pour la Recherche Nucléaire', 'Università degli Studi di Napoli Federico II', 'Università degli Studi di Pavia', 'Imperial College London', 'University of Florida', 'Kyungpook National University', 'Universität Zürich', 'Università degli Studi di Torino', 'Purdue University', 'P.N. Lebedev Physical Institute of the Russian Academy of Sciences', 'Joint Institute for Nuclear Research, Dubna', 'Debreceni Egyetem', 'Wigner Research Centre for Physics', 'Atommagkutató Intézet', 'Université Libre de Bruxelles', 'Faculty of Science', 'Institut de Physique des 2 Infinis de Lyon', 'Milli Savunma Üniversitesi', 'Faculty of Science, University of Split', 'Konya Technical University', 'Institute for Particle Physics Phenomenology', 'Purdue University Northwest', 'Rutgers University–New Brunswick', 'Istanbul University-Cerrahpasa', 'Academy of Scientific Research &amp; Technology, Cairo', 'Istituto Nazionale di Fisica Nucleare, Sezione di Trieste', 'Istituto Nazionale di Fisica Nucleare, Sezione di Perugia', 'Istituto Nazionale di Fisica Nucleare, Sezione di Genova', 'Istituto Nazionale di Fisica Nucleare, Sezione di Bologna', 'Istituto Nazionale di Fisica Nucleare, Sezione di Catania', 'Istituto Nazionale di Fisica Nucleare, Sezione di Bari', 'Istituto Nazionale di Fisica Nucleare, Sezione di Milano-Bicocca', 'Istituto Nazionale di Fisica Nucleare, Sezione di Torino', 'Istituto Nazionale di Fisica Nucleare, Sezione di Firenze', 'Istituto Nazionale di Fisica Nucleare, Sezione di Pisa', 'Narodowe Centrum Badań Jądrowych, Otwock', 'Istituto Nazionale di Fisica Nucleare, Sezione di Napoli', 'CSFNSM Centro Siciliano di Fisica Nuclear e Struttura della Materia', 'Istituto Nazionale di Fisica Nucleare, Sezione di Padova', 'Shoolini University', 'University of Science and Technology of Mazandaran, Behshahr', 'American University of the Middle East', 'National Institute of Science Education and Research', 'Zewail City of Science and Technology', 'Necmettin Erbakan Üniversitesi', 'Sinop Üniversitesi', 'Pîrî Reis Üniversitesi', 'Karamanoğlu Mehmetbey Üniversitesi', 'Bingöl Üniversitesi', 'Institute for Scintillation Materials of NAS of Ukraine', 'Indian Institute of Technology Bhubaneswar', 'Indian Institute of Science Education and Research Pune', 'Université de Strasbourg', 'Karlsruher Institut für Technologie', 'Stefan-Meyer-Institut für Subatomare Physik', 'Ozyegin University', 'Adiyaman Üniversitesi', 'Erzincan Binali Yıldırım Üniversitesi', 'Faculty of Electrical Engineering, Mechanical Engineering and Naval Architecture, University of Split', 'Texas A&amp;M University at Qatar', 'Universidad San Francisco de Quito', 'Escuela Politécnica Nacional', 'Institute of Nuclear Physics Uzbekistan Academy of Sciences', 'Recinto Universitario de Mayagüez', 'University of Cyprus', 'Eastern University, Sri Lanka', 'University of Ruhuna', 'University of Colombo', 'Yerevan Physics Institute', 'National Institute of Chemical Physics and Biophysics, Tallinn', 'University of Belgrade', 'University of Montenegro', 'Institut za Nuklearne Nauke Vinca', 'Institut fiziki vysokikh energii', 'Quaid-i-Azam University', 'Institute for Nuclear Problems of Belarusian State University', 'Vilniaus Universitetas', 'Universidad de Antioquia', 'Universidad de Los Andes, Colombia', 'Bhabha Atomic Research Centre', 'Universiteit Gent', 'Universidad de Sonora', 'Çukurova Üniversitesi', 'Sapienza Università di Roma', 'University of Wisconsin-Madison', 'University at Buffalo, The State University of New York', 'Scuola Normale Superiore di Pisa', 'University of California, San Diego', 'Helsinki Institute of Physics', 'Universidade Estadual de Campinas', 'Saha Institute of Nuclear Physics', 'University of California, Riverside', 'University of Hyderabad', 'University of Minnesota Twin Cities', 'University of Delhi', 'Helwan University', 'University of California, Santa Barbara', 'Universiti Malaya', 'Università di Pisa', 'Northeastern University', 'Istanbul Üniversitesi', 'Alma Mater Studiorum Università di Bologna', 'Chulalongkorn University', 'Ecole Polytechnique Fédérale de Lausanne', 'Consejo Nacional de Ciencia y Tecnologia Mexico', 'Marmara Üniversitesi', 'Carnegie Mellon University', 'Sejong University', 'Universite de Haute Alsace', 'Sharif University of Technology', 'University of Seoul', 'Institute of High Energy Physics Chinese Academy of Science', 'University of Illinois at Chicago', 'University of California, Los Angeles', 'Fayoum University', 'Politecnico di Bari', 'University of Rochester', 'Universidad Autónoma de Madrid', 'University of Nebraska–Lincoln', 'Lawrence Livermore National Laboratory', 'IN2P3 - Institut National de Physique Nucléaire et de Physique Des Particules', 'ETH Zürich', 'Indian Institute of Technology Madras', 'The University of Alabama', 'University of Southampton', 'Institut fur Hochenergiephysik', 'Università degli Studi di Genova', 'Hanyang University', 'Benemerita Universidad Autonoma de Puebla', 'National Central University', 'Tomsk Polytechnic University', 'Budker Institute of Nuclear Physics of the Siberian Branch of the RAS', 'The British University in Egypt', 'Laboratório de Instrumentacao e Física Experimental de Partículas', 'Massachusetts Institute of Technology', 'İstanbul Teknik Üniversitesi', 'University of Virginia', 'Università degli Studi di Firenze', 'Istituto Nazionale di Fisica Nucleare - INFN', 'University of Notre Dame', 'Texas Tech University', 'Consiglio Nazionale delle Ricerche', 'Sun Yat-Sen University', 'National Research Centre ""Kurchatov Institute""', 'Università degli Studi della Basilicata', 'University of Bristol', 'Brunel University London', 'University of Canterbury', 'Texas A&amp;M University', 'Hacettepe Üniversitesi', 'The Catholic University of America', 'Brandenburgische Technische Universität Cottbus', 'University of Maryland, College Park', 'Nanjing Normal University', 'Paul Scherrer Institut', 'Sofia University St. Kliment Ohridski', 'Boston University', ""Ente Per Le Nuove Tecnologie, l'Energia e l'Ambiente"", 'Monash University', 'Visva-Bharati University', 'Alikhanov Institute for Theoretical and Experimental Physics', 'Panjab University', 'Università degli Studi di Trieste', 'Iranian Research Institute for Fundamental Sciences', 'AGH University of Krakow', 'Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional', 'Peter the Great St. Petersburg Polytechnic University', 'Yonsei University', 'Tomsk State University', 'Ain Shams University', 'Charles University', 'INFN, Laboratori Nazionali Di Frascati', 'Università di Trento', 'The University of Tennessee, Knoxville', 'University of Kansas', 'Universidad de Cantabria', 'Petersburg Nuclear Physics Institute (PNPI)', 'Peking University', 'University of California, Davis', 'LUT University', 'Kafkas Üniversitesi', 'Indian Institute of Technology Bombay', 'Indian Institute of Science', 'Fermi National Accelerator Laboratory', 'Beihang University', 'University of Warsaw', 'Seoul National University', 'École polytechnique', 'Institute for Nuclear Research and Nuclear Energy Bulgarian Academy of Sciences', 'Universiteit Antwerpen', 'Università degli Studi di Milano-Bicocca', 'Universidad Iberoamericana', 'Brown University', 'Baylor University', 'Florida Institute of Technology', 'Università degli Studi di Catania', 'Fudan University', 'Istanbul Bilgi Üniversitesi', 'Wayne State University', 'Universidade Federal de Mato Grosso do Sul', 'Izmir Yüksek Teknoloji Enstitüsü', 'National Science Center Kharkov Institute of Physics and Technology', 'Bethel University', 'Centro Brasileiro de Pesquisas Físicas', 'Cornell University', 'Forschungszentrum Jülich GmbH', 'Sungkyunkwan University', 'Lomonosov Moscow State University', 'Northwestern University', 'Arab Academy for Science, Technology and Maritime Transport', 'Chonnam National University', 'Universidad de Oviedo', 'Universidade Federal do Rio Grande do Sul', 'Yakın Doğu Üniversitesi', 'Universidade Estadual Paulista ""Júlio de Mesquita Filho""', 'Boğaziçi Üniversitesi', 'The University of Auckland', 'Universidade do Estado do Rio de Janeiro', 'National Taiwan University', 'Rice University', 'Korea University', 'Johns Hopkins University', 'Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas', 'University College Dublin', 'University of Ioannina', 'Middle East Technical University (METU)', 'Zhejiang University', 'Vanderbilt University', 'Università degli Studi del Piemonte Orientale ""Amedeo Avogadro""', 'The Ohio State University', 'Princeton University', 'Erciyes Üniversitesi', 'Università degli Studi di Perugia', 'Helsingin Yliopisto', 'National Technical University of Athens', 'Università degli Studi di Siena', 'Institute of Physics Bhubaneswar', 'Florida State University', 'Novosibirsk State University', 'Kyung Hee University', 'Universidade Federal do ABC', 'National Centre for Scientific Research ""DEMOKRITOS""', 'Institut Ruđer Bošković', 'Université Catholique de Louvain', 'Kansas State University', 'Università degli Studi di Padova', 'Moscow Institute of Physics and Technology', 'University of Colorado Boulder', 'INFN Sezione di Pavia', 'Bozok Universitetesi Rektörlügü', 'Università G. Marconi', 'Şrnak University', 'G.H.G. Khalsa College']","['Germany', 'France', 'Georgia', 'Latvia', 'Russian Federation', 'India', 'United States', 'Russian Federation', 'Germany', 'Greece', 'Germany', 'Iran', 'China', 'Belgium', 'Hungary', 'China', 'Hungary', 'United States', 'United Kingdom', 'Italy', 'Switzerland', 'Italy', 'Italy', 'United Kingdom', 'United States', 'South Korea', 'Switzerland', 'Italy', 'United States', 'Russian Federation', 'Russian Federation', 'Hungary', 'Hungary', 'Hungary', 'Belgium', 'Egypt', 'France', 'Turkey', 'Croatia', 'Turkey', 'United Kingdom', 'United States', 'United States', 'Turkey', 'Egypt', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Poland', 'Italy', 'Italy', 'Italy', 'India', 'Iran', 'Kuwait', 'India', 'Egypt', 'Turkey', 'Turkey', 'Turkey', 'Turkey', 'Turkey', 'Ukraine', 'India', 'India', 'France', 'Germany', 'Austria', 'Turkey', 'Turkey', 'Turkey', 'Croatia', 'Qatar', 'Ecuador', 'Ecuador', 'Uzbekistan', 'Puerto Rico', 'Cyprus', 'Sri Lanka', 'Sri Lanka', 'Sri Lanka', 'Armenia', 'Estonia', 'Serbia', 'Montenegro', 'Serbia', 'Russian Federation', 'Pakistan', 'Belarus', 'Lithuania', 'Colombia', 'Colombia', 'India', 'Belgium', 'Mexico', 'Turkey', 'Italy', 'United States', 'United States', 'Italy', 'United States', 'Finland', 'Brazil', 'India', 'United States', 'India', 'United States', 'India', 'Egypt', 'United States', 'Malaysia', 'Italy', 'United States', 'Turkey', 'Italy', 'Thailand', 'Switzerland', 'Mexico', 'Turkey', 'United States', 'South Korea', 'France', 'Iran', 'South Korea', 'China', 'United States', 'United States', 'Egypt', 'Italy', 'United States', 'Spain', 'United States', 'United States', 'France', 'Switzerland', 'India', 'United States', 'United Kingdom', 'Austria', 'Italy', 'South Korea', 'Mexico', 'Taiwan', 'Russian Federation', 'Russian Federation', 'Egypt', 'Portugal', 'United States', 'Turkey', 'United States', 'Italy', 'Italy', 'United States', 'United States', 'Italy', 'China', 'Russian Federation', 'Italy', 'United Kingdom', 'United Kingdom', 'New Zealand', 'United States', 'Turkey', 'United States', 'Germany', 'United States', 'China', 'Switzerland', 'Bulgaria', 'United States', 'Italy', 'Australia', 'India', 'Russian Federation', 'India', 'Italy', 'Iran', 'Poland', 'Mexico', 'Russian Federation', 'South Korea', 'Russian Federation', 'Egypt', 'Czech Republic', 'Italy', 'Italy', 'United States', 'United States', 'Spain', 'Russian Federation', 'China', 'United States', 'Finland', 'Turkey', 'India', 'India', 'United States', 'China', 'Poland', 'South Korea', 'France', 'Bulgaria', 'Belgium', 'Italy', 'Mexico', 'United States', 'United States', 'United States', 'Italy', 'China', 'Turkey', 'United States', 'Brazil', 'Turkey', 'Ukraine', 'United States', 'Brazil', 'United States', 'Germany', 'South Korea', 'Russian Federation', 'United States', 'Egypt', 'South Korea', 'Spain', 'Brazil', 'Cyprus', 'Brazil', 'Turkey', 'New Zealand', 'Brazil', 'Taiwan', 'United States', 'South Korea', 'United States', 'Spain', 'Ireland', 'Greece', 'Turkey', 'China', 'United States', 'Italy', 'United States', 'United States', 'Turkey', 'Italy', 'Finland', 'Greece', 'Italy', 'India', 'United States', 'Russian Federation', 'South Korea', 'Brazil', 'Greece', 'Croatia', 'Belgium', 'United States', 'Italy', 'Russian Federation', 'United States', 'Spain', 'Turkey', 'Italy', 'Turkey', 'India']",2021,[]
"Will There Ever Be Cure for Chronic, Life-Changing Colistin-Resistant Klebsiella pneumoniae in Urinary Tract Infection?","['Faculty of Medicine, Chulalongkorn University', 'The University of Sheffield', 'Yamagata Prefectural Central Hospital', 'Mae Fah Luang University Hospital', 'UWA Medical School', 'Chulalongkorn University', 'Mae Fah Luang University', 'Mahidol University', 'Christian Medical College, Vellore']","['Thailand', 'United Kingdom', 'Japan', 'Thailand', 'Australia', 'Thailand', 'Thailand', 'Thailand', 'India']",2021,"['biofilm infections', 'chronic infection', 'chronic urinary infection', 'colistin-resistant', 'colistin-resistant Klebsiella pneumoniae', 'Klebsiella pneumoniae', 'urinary tract infection']"
"Bacterial diversity and potential risk factors associated with Salmonella contamination of seafood products sold in retail markets in Bangkok, Thailand","['Chulalongkorn University', 'University of California, Davis']","['Thailand', 'United States']",2021,"['Escherichia coli', 'Risk factors', 'Salmonella enterica', 'Seafood', 'Vibrio']"
Global Perspectives on Immunization Against SARS-CoV-2 During Pregnancy and Priorities for Future Research: An International Consensus Paper From the World Association of Infectious Diseases and Immunological Disorders,"['University of the Witwatersrand Faculty of Health Sciences', 'Faculty of Medicine, Nursing and Health Sciences', 'Parc Sanitari Sant Joan de Déu', 'Faculteit Geneeskunde en Farmacie', 'Faculty of Science and Medicine', 'The Peter Doherty Institute for Infection and Immunity', 'Public Health England', 'National and Kapodistrian University of Athens', 'Chulalongkorn University', 'Yale School of Medicine', 'Universiteit Antwerpen', 'RMIT University', 'The University of British Columbia', 'Launceston General Hospital', 'Tasmanian School of Medicine', 'Yale University', 'Università di Parma', 'Facultad de Medicina de la Universidad de Chile', 'Santa Casa de São Paulo School of Medical Sciences', 'Fribourg Hospital HFR']","['South Africa', 'Australia', 'Spain', 'Belgium', 'Switzerland', 'Australia', 'United Kingdom', 'Greece', 'Thailand', 'United States', 'Belgium', 'Australia', 'Canada', 'Australia', 'Australia', 'United States', 'Italy', 'Chile', 'Brazil', 'Switzerland']",2021,"['COVID-19', 'maternal immunization', 'maternal vaccination program', 'pregnant women', 'SARS-CoV-2']"
In Silico Elucidation of Potent Inhibitors and Rational Drug Design against SARS-CoV-2 Papain-like Protease,"['Chulalongkorn University', 'Universiti Malaya', 'Faculty of Medicine, Khon Kaen University']","['Thailand', 'Malaysia', 'Thailand']",2021,[]
Nutritional assessment in the HIV-infected older population receiving antiretroviral therapy,['Chulalongkorn University'],['Thailand'],2021,"['Aging', 'Antiretroviral therapy', 'Complication', 'HIV', 'Malnutrition']"
Reducing Heat Duty of MEA Regeneration Using a Sulfonic Acid-Functionalized Mesoporous MCM-41 Catalyst,"['Hunan University', 'Chulalongkorn University']","['China', 'Thailand']",2021,[]
Lactide Lactone Chain Shuttling Copolymerization Mediated by an Aminobisphenolate Supported Aluminum Complex and Al(O iPr)3: Access to New Polylactide Based Block Copolymers,"['Université de Lille', 'Chulalongkorn University']","['France', 'Thailand']",2021,[]
Deep Learning Enables Prostate MRI Segmentation: A Large Cohort Evaluation With Inter-Rater Variability Analysis,"['David Geffen School of Medicine at UCLA', 'University of California, Los Angeles', 'UT Southwestern Medical Center', 'King Chulalongkorn Memorial Hospital', 'National Heart and Lung Institute', 'China Medical University Shenyang']","['United States', 'United States', 'United States', 'Thailand', 'United Kingdom', 'China']",2021,"['deep attentive neural network', 'large cohort evaluation', 'prostate segmentation', 'qualitative evaluation', 'quantitative evaluation', 'volume measurement']"
The Expansion of Lignocellulose Biomass Conversion Into Bioenergy via Nanobiotechnology,"['The University of Nottingham Malaysia Campus', 'Saveetha School of Engineering', 'Khalifa University of Science and Technology', 'UCSI University', 'Thrissur Educational Trust', 'Chulalongkorn University']","['Malaysia', 'India', 'United Arab Emirates', 'Malaysia', 'India', 'Thailand']",2021,"['bioconversion', 'bioenergy', 'lignocellulose', 'nanotechnology', 'pretreatment']"
Occupational exposure to hazards and volatile organic compounds in small-scale plastic recycling plants in Thailand by integrating risk and life cycle assessment concepts,"['Chulalongkorn University', 'Thammasat University', 'Prince of Songkla University']","['Thailand', 'Thailand', 'Thailand']",2021,"['Health risk assessment', 'Life cycle assessment', 'Occupational exposure', 'Plastic waste recycling', 'Thailand']"
"Organic carbon stock and composition in 3.5-m core mangrove soils (Trat, Thailand)","['National Institute for Environmental Studies of Japan', 'Chulalongkorn University', 'University of the Ryukyus', 'Gifu University', 'Kobe University', 'The University of Shiga Prefecture']","['Japan', 'Thailand', 'Japan', 'Japan', 'Japan', 'Japan']",2021,"['Blue carbon', 'Carbon pool', 'Coastal vegetated ecosystem', 'DOM', 'Fluorescence', 'SOM']"
Shared metabolic and neuroimmune mechanisms underlying Type 2 Diabetes Mellitus and Major Depressive Disorder,"['Fundacao Oswaldo Cruz', 'Universidade Federal do Ceara, Faculdade de Medicina', 'Medical University of Plovdiv', 'Universidade Federal de Pernambuco', 'Chulalongkorn University', 'Deakin University', 'Universal Scientific Education and Research Network (USERN)', 'Aggeu Magalhães Institute (IAM)', 'CNPq']","['Brazil', 'Brazil', 'Bulgaria', 'Brazil', 'Thailand', 'Australia', 'Brazil', 'Brazil', 'Brazil']",2021,"['Major Depressive Disorder', 'Pathogenesis', 'Therapies', 'Type 2 Diabetes Mellitus']"
Translational evidence for the Inflammatory Response System (IRS)/Compensatory Immune Response System (CIRS) and neuroprogression theory of major depression,"['Medical University of Plovdiv', 'Chulalongkorn University', 'University of Melbourne', 'Deakin University', 'National Institute of Mental Health and Neuro Sciences']","['Bulgaria', 'Thailand', 'Australia', 'Australia', 'India']",2021,"['Depression', 'Immune regulatory', 'Immune system', 'Inflammation', 'Major depressive disorder', 'Mood disorders', 'Neuroprogression', 'Neuroscience', 'Psychiatry']"
The Development of Architectural Education in Thailand under the ASEAN Community,"['Chulalongkorn University', 'Phranakhon Rajabhat University']","['Thailand', 'Thailand']",2021,"['Architectural education', 'ASEAN architects', 'Free trade for architectural services']"
Liver- and Spleen-Specific Immune Responses in Experimental Leishmania martiniquensis Infection in BALB/c Mice,"['Chulalongkorn University', 'Chiang Mai University', 'Thailand National Institute of Animal Health', 'Phramongkutklao College of Medicine']","['Thailand', 'Thailand', 'Thailand', 'Thailand']",2021,"['BALB/c mouse', 'hepatic granuloma', 'IFN-γ', 'IL-10', 'iNOS', 'Leishmania martiniquensis', 'parasite persistence', 'TNF-α']"
Intermittent Fasting and Obesity-Related Health Outcomes: An Umbrella Review of Meta-analyses of Randomized Clinical Trials,"['Harvard T.H. Chan School of Public Health', 'University of Wisconsin-Madison', 'Chulalongkorn University', 'University of Illinois at Chicago', 'The University of Utah', 'University of Utah Health', 'Manipal College of Pharmaceutical Sciences', 'School of Medical Sciences, Universiti Sains Malaysia']","['United States', 'United States', 'Thailand', 'United States', 'United States', 'United States', 'India', 'Malaysia']",2021,[]
Tropical Pacific Forcing of Hydroclimate in the Source Area of the Yellow River,"['Earth Observatory of Singapore', 'Asian School of the Environment', 'The University of Queensland', 'Chulalongkorn University', 'Yunnan University', 'Qinghai Normal University']","['Singapore', 'Singapore', 'Australia', 'Thailand', 'China', 'China']",2021,[]
Determination of Kinetic Parameters for CO2 Methanation (Sabatier Reaction) over Ni/ZrO2 at a Stoichiometric Feed-Gas Composition under Elevated Pressure,"['Hitachi Zosen Corporation', 'Chulalongkorn University', 'China University of Petroleum-Beijing', 'Nagoya University']","['Japan', 'Thailand', 'China', 'Japan']",2021,[]
Brief Report: HCV Universal Test-and-Treat With Direct Acting Antivirals for Prisoners With or Without HIV: A Prison Health Care Workers-Led Model for HCV Microelimination in Thailand,"['Faculty of Medicine, Chulalongkorn University', 'The HIV Netherlands Australia Thailand Research Collaboration', 'Thailand Ministry of Public Health', 'Medical Correctional Hospital']","['Thailand', 'Thailand', 'Thailand', 'Thailand']",2021,"['DAA treatment', 'HCV', 'microelimination', 'prisoners']"
Pressure-induced isostructural clustering and semiconductor-to-semimetal transition in 2H-W(Se1xTex)2 solid solutions: A first-principles investigation,['Chulalongkorn University'],['Thailand'],2021,[]
3D structural model and visualization of blood vessels based on L-system,['Chulalongkorn University'],['Thailand'],2021,"['Arterial branching', 'Lindenmayer system (L-system)', 'Murray’s law', 'Structural blood vessel']"
Injectable eggshell-derived hydroxyapatite-incorporated fibroin-alginate composite hydrogel for bone tissue engineering,"['Chulalongkorn University', 'Laboratory of Organic Synthesis', 'Srinakharinwirot University']","['Thailand', 'Thailand', 'Thailand']",2021,"['Bone tissue engineering', 'Hydroxyapatite', 'Silk fibroin']"
Enhancement of large ring cyclodextrin production using pretreated starch by glycogen debranching enzyme from Corynebacterium glutamicum,['Chulalongkorn University'],['Thailand'],2021,"['Amylomaltase', 'Glycogen debranching enzyme', 'Large-ring cyclodextrin', 'Starch']"
Molecular insights into complex formation between scandenin and various types of -cyclodextrin,"['Chulalongkorn University', 'Mahasarakham University', 'Mahidol University']","['Thailand', 'Thailand', 'Thailand']",2021,"['Cyclodextrin', 'Inclusion', 'Molecular dynamics simulation', 'Scandenin']"
In-situ chemical modification of printed conducting polymer films for specific glucose biosensing,"['Kanagawa Institute of Industrial Science and Technology', 'Chulalongkorn University', 'Toyo University', 'Tokyo Medical and Dental University']","['Japan', 'Thailand', 'Japan', 'Japan']",2021,"['Acid chloride reaction', 'Fluorophenylboronic acid', 'Glucose sensing', 'Potentiometry', 'Surface modification']"
Fouling mitigation in an anaerobic membrane bioreactor via membrane surface modification with tannic acid and copper,"['Chulalongkorn University', 'Thailand National Nanotechnology Center']","['Thailand', 'Thailand']",2021,"['AnMBR', 'Hydrophilicity', 'Membrane fouling', 'PVDF', 'Ultrafiltration']"
Sintering behavior and mechanical properties of hydroxyapatite ceramics prepared from Nile Tilapia (Oreochromis niloticus) bone and commercial powder for biomedical applications,"['Chulalongkorn University', 'Khon Kaen University', 'Buriram Rajabhat University', 'Rajamangala University of Technology Isan', 'Rajamangala University of Technology Thanyaburi (RMUTT)', 'Meticuly Co. Ltd.', 'Synchrotron Light Research Institute (Public Organization)']","['Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand']",2021,"['Biomaterial', 'Bone engineering', 'EXAFS', 'Fish bone', 'Hydroxyapatite']"
Toward sustainable stormwater management: Understanding public appreciation and recognition of urban Low Impact Development (LID) in the San Francisco Bay Area,"['Chulalongkorn University', 'Department of Landscape Architecture &amp; Environmental Planning', 'University of California, Berkeley']","['Thailand', 'United States', 'United States']",2021,"['Landscape appreciation', 'Low impact development (LID)', 'Picturesque aesthetics', 'San Francisco Bay Area', 'Stormwater education', 'Sustainable stormwater management']"
Online and offline preconcentration techniques on paper-based analytical devices for ultrasensitive chemical and biochemical analysis: A review,['Chulalongkorn University'],['Thailand'],2021,"['Biochemical analysis', 'Chemical analysis', 'Ion concentration polarization', 'Isotachophoresis', 'Microfluidic paper-based analytical devices', 'Preconcentration']"
Strongly coupled tungsten oxide/carbide heterogeneous hybrid for ultrastable aqueous rockingchair zinc-ion batteries,"['Dalian Institute of Chemical Physics Chinese Academy of Sciences', 'Metallurgy and Materials Research Institute Chulalongkorn University', 'Chulalongkorn University', 'Yanshan University', 'Thailand National Science and Technology Development Agency']","['China', 'Thailand', 'Thailand', 'China', 'Thailand']",2021,"['Aqueous zinc-ion battery', 'Intercalated anode', 'Rocking-chair ZIBs', 'WO3/WC heterogeneous hybrid']"
Detection and identification of a fish pathogen Flavobacterium columnare using specific monoclonal antibodies,"['Srinakharinwirot University', 'Chulalongkorn University']","['Thailand', 'Thailand']",2021,"['Columnaris disease', 'Dot blotting', 'Immunohistochemistry', 'Monoclonal antibody', 'Western blotting']"
