title,affiliation_name,affiliation_country,publication_year,keywords
"Evolutionary and Genetic Recombination Analyses of Coxsackievirus A6 Variants Associated with Hand, Foot, and Mouth Disease Outbreaks in Thailand between 2019 and 2022","['Siriraj Hospital', 'Faculty of Medicine, Chulalongkorn University', 'FRS(T)']","['Thailand', 'Thailand', 'Thailand']",2022,"['complete genome sequencing', 'coxsackievirus A6', 'evolution', 'genetic recombination', 'hand, foot, and mouth disease']"
Designing a Built-In Electric Field for Efficient Energy Electrocatalysis,"['Central South University', 'Metallurgy and Materials Research Institute Chulalongkorn University']","['China', 'Thailand']",2022,"['built-in electric field', 'catalysis mechanism', 'energy electrocatalysis', 'heterointerface', 'hydrogen evolution reaction', 'oxygen vacancy', 'rechargeable metal batteries', 'work function']"
"A pathway phenotype linking metabolic, immune, oxidative, and opioid pathways with comorbid depression, atherosclerosis, and unstable angina","['University of Kufa', 'University of Kerbala', 'Medical University of Plovdiv', 'Deakin University', 'Faculty of Medicine, Chulalongkorn University']","['Iraq', 'Iraq', 'Bulgaria', 'Australia', 'Thailand']",2022,"['atherogenicity', 'inflammation', 'major depression', 'neuroimmune', 'oxidative stress', 'Unstable angina']"
Curcuminoid supplementation in canine diabetic mellitus and its complications using proteomic analysis,"['Mahidol University', 'Faculty of Tropical Medicine, Mahidol University', 'Chulalongkorn University']","['Thailand', 'Thailand', 'Thailand']",2022,"['curcuminoids', 'diabetes mellitus', 'inflammation', 'oxidative stress', 'proteomic']"
ONLINE VIDEO GAME INFLUENCER'S CREDIBILITY AND PURCHASE INTENTIONVjerodostojnost online influencera videoigara i namjera kupnje,['Chulalongkorn University'],['Thailand'],2022,"['attractiveness', 'expertise', 'purchase intentions', 'source credibility', 'trustworthiness']"
"Boys for beauty (1999): Participatory mode, camp aesthetic, bentu discourse",['Chulalongkorn University'],['Thailand'],2022,[]
"Sending Money Back Home: Banking Digitalization, Myanmar Migrant Workers, and the Thailand-Myanmar Border Trade",['Chulalongkorn University'],['Thailand'],2022,"['banking digitalization', 'informal remittance', 'Myanmar migrant workers in Thailand', 'Thailand-Myanmar border trade']"
Geochemical characteristics of shale gas formation and the potential for carbon storage in Thailand: An example from the Triassic Huai Hin Lat Formation,['Chulalongkorn University'],['Thailand'],2022,"['biomarker', 'carbon storage', 'Khorat Plateau', 'shale gas', 'source rock']"
Municipal solid waste sanitary and open landfills: Contrasting sources of microplastics and its fate in their respective treatment systems,"['Chulalongkorn University', 'Nanjing University']","['Thailand', 'China']",2022,"['Leachate', 'Microplastics', 'Open dumping', 'Sanitary landfill', 'Treatment system']"
Heuristic-Based Usability Evaluation Tool for Android Applications for Senior Citizens,['Chulalongkorn University'],['Thailand'],2022,"['Android applications', 'Senior citizens', 'Usability', 'User interface design']"
Simultaneous colorimetric detection of nephrolithiasis biomarkers using a microfluidic paper-based analytical device,['Chulalongkorn University'],['Thailand'],2022,[]
Effect of CoMo metal loading on H2 and CNTs production from biogas by integrative process,"['Chulalongkorn University', 'Shizuoka University', ""King Mongkut's University of Technology North Bangkok"", ""King Mongkut's Institute of Technology Ladkrabang"", 'Thailand National Nanotechnology Center', 'Mahidol University', 'Merchant Marine Training Centre']","['Thailand', 'Japan', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand']",2022,"['Biogas', 'Carbon nanotubes', 'CO2 methanation', 'Hydrogen', 'Integrative process']"
Synthesis of NiO/MgO/ZrO2 catalyst for syngas production from partial oxidation and dry reforming of biogas,"[""King Mongkut's University of Technology North Bangkok"", 'Chulalongkorn University', 'Kasetsart University', 'Silpakorn University', 'Thailand National Nanotechnology Center', 'Mahidol University']","['Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand']",2022,"['Biogas', 'Dry reforming', 'Partial oxidation', 'Syngas']"
Nuclear imaging for localization and surgical outcome prediction in epilepsy: A review of latest discoveries and future perspectives,"['Faculty of Medicine, Chulalongkorn University', 'King Chulalongkorn Memorial Hospital']","['Thailand', 'Thailand']",2022,"['epilepsy', 'nuclear medicine', 'PET', 'presurgical localization', 'radiopharmaceuticals', 'SPECT', 'techniques']"
cGAS deficiency enhances inflammasome activation in macrophages and inflammatory pathology in pristane-induced lupus,"['Faculty of Medicine, Chulalongkorn University', 'Faculty of Medicine Ramathibodi Hospital, Mahidol University', 'University of Phayao', 'Chulalongkorn University', 'National Heart, Lung, and Blood Institute (NHLBI)']","['Thailand', 'Thailand', 'Thailand', 'Thailand', 'United States']",2022,"['autoimmune', 'cGAS', 'dsDNA', 'inflammasomes', 'lupus', 'macrophages', 'non-canonical', 'STING']"
De Sitter Bubbles from Anti-de Sitter Fluctuations,"['Laboratoire de Physique de l’Ecole Normale Supérieure', 'Chulalongkorn University', 'Vrije Universiteit Brussel', 'Uniwersytet Jagielloński', 'NARIT']","['France', 'Thailand', 'Belgium', 'Poland', 'Thailand']",2022,[]
Reference Database of Inner Retinal Layer Thickness and Thickness Asymmetry in Healthy Thai Adults as Measured by the Spectralis Spectral-Domain Optical Coherence Tomography,"['Faculty of Medicine, Chiang Mai University', 'Faculty of Medicine, Chulalongkorn University', 'Chiang Mai University']","['Thailand', 'Thailand', 'Thailand']",2022,"['Inner retinal thickness', 'Posterior pole asymmetry', 'Reference database', 'Retinal thickness']"
Prescreening MCI and Dementia Using Shank-Mounted IMU during TUG Task,"['Vidyasirimedhi Institute of Science and Technology', 'Chulalongkorn University', 'Faculty of Medicine Siriraj Hospital, Mahidol University']","['Thailand', 'Thailand', 'Thailand']",2022,"['Dementia (DEM)', 'gait', 'inertial measurement unit (IMU)', 'mild cognitive impairment (MCI)', 'wearable device']"
Evaluation of machine learning models for load-carrying capacity assessment of semi-rigid steel structures,"['Thuyloi University', 'National University of Civil Engineering', 'Chulalongkorn University']","['Viet Nam', 'Viet Nam', 'Thailand']",2022,"['Deep learning', 'Failure analysis', 'Machine learning', 'Semi-rigid steel connection', 'Tree-based ensemble method']"
Carbon deposition influenced by gas concentration in a Ni/YSZ anode of an internal-reforming solid oxide fuel cell using a detector layer inside the anode,"['Chulalongkorn University', 'Tokyo Institute of Technology']","['Thailand', 'Japan']",2022,"['Anode', 'Carbon deposition', 'Internal methane reforming', 'Ni/YSZ', 'Solid oxide fuel cell']"
Study on the mechanism and kinetics of amine with steric hindrance absorbing CO2 in non-aqueous/aqueous solution,"['Hunan University', 'Chulalongkorn University', 'University of Kentucky']","['China', 'Thailand', 'United States']",2022,"['13C NMR', 'Kinetics model', 'pKa', 'Steric hindrance', 'Zwitterion mechanism']"
Twin boundaries boost the hydrogen evolution reaction on the solid solution of nickel and tungsten,"['Vidyasirimedhi Institute of Science and Technology', 'Metallurgy and Materials Research Institute Chulalongkorn University', 'Universidad de Tarapacá', 'Yanshan University', 'Central South University']","['Thailand', 'Thailand', 'Chile', 'China', 'China']",2022,"['Electrocatalyst', 'Electrodeposition', 'HER', 'NiW alloy', 'Twin boundaries']"
Optimization of TiO2 coatings properties and photochemical Ag-functionalization: Implications on bioactivity and antibacterial activity,"['Universidade Federal de São Carlos', 'Chulalongkorn University', 'Universidade Tecnológica Federal do Paraná', 'University Center of Pato Branco (UNIDEP)', 'Midwestern Parana State University (UNICENTRO)']","['Brazil', 'Thailand', 'Brazil', 'Brazil', 'Brazil']",2022,"['Biomaterial', 'Coating', 'Electrochemical synthesis', 'Microstructure', 'Nanostructure']"
"Neuroprotective effects of a medium chain fatty acid, decanoic acid, isolated from H. leucospilota against Parkinsonism in C. elegans PD model","['Mahidol University', 'Chulalongkorn University', 'Faculty of Medicine, Khon Kaen University', ""King Mongkut's University of Technology Thonburi""]","['Thailand', 'Thailand', 'Thailand', 'Thailand']",2022,"['C. elegans', 'decanoic acid', 'dopaminergic neurons', 'Holothuria leucospilota', 'Parkinson’s disease', 'α-synuclein']"
Syngas Production for Fischer-Tropsch Synthesis from Rubber Wood Pellets and Eucalyptus Wood Chips in a Pilot Horizontal Gasifier with CaO as a Tar Removal Catalyst,"['University of Phayao', 'Chulalongkorn University', 'University of Toyama', 'Srinakharinwirot University', 'Merchant Marine Training Centre', 'Japan Coal Energy Center']","['Thailand', 'Thailand', 'Japan', 'Thailand', 'Thailand', 'Japan']",2022,[]
Tailoring a UCST-LCST-pH Multiresponsive Window through a Single Polymer Complex of Chitosan-Hyaluronic Acid,"['Chulalongkorn University', 'Thailand National Nanotechnology Center']","['Thailand', 'Thailand']",2022,[]
The contribution of a catchment-scale advice network to successful agricultural drought adaptation in Northern Thailand,"['King Mongkuts University of Technology', 'Chulalongkorn University', 'Cranfield University', 'Chiang Mai University']","['Thailand', 'Thailand', 'United Kingdom', 'Thailand']",2022,"['Asia', 'drought communication', 'drought information', 'social network analysis', 'vulnerability']"
Search for new particles in an extended Higgs sector with four b quarks in the final state at s=13TeV,"['Rheinisch-Westfälische Technische Hochschule Aachen', 'Tata Institute of Fundamental Research, Mumbai', 'Organisation Européenne pour la Recherche Nucléaire', 'Institut de Physique des 2 Infinis de Lyon', 'Institut Pluridisciplinaire Hubert Curien', 'Faculty of Science, University of Split', 'State Key Laboratory of Nuclear Physics and Technology', 'Purdue University Northwest', 'Rutgers University–New Brunswick', 'Academy of Scientific Research &amp; Technology, Cairo', 'Istituto Nazionale di Fisica Nucleare, Sezione di Trieste', 'Istituto Nazionale di Fisica Nucleare, Sezione di Perugia', 'Istituto Nazionale di Fisica Nucleare, Sezione di Genova', 'Istituto Nazionale di Fisica Nucleare, Sezione di Bologna', 'Istituto Nazionale di Fisica Nucleare, Sezione di Catania', 'Istituto Nazionale di Fisica Nucleare, Sezione di Bari', 'Istituto Nazionale di Fisica Nucleare, Sezione di Milano-Bicocca', 'Istituto Nazionale di Fisica Nucleare, Sezione di Torino', 'Istituto Nazionale di Fisica Nucleare, Sezione di Pavia', 'Istituto Nazionale di Fisica Nucleare, Sezione di Firenze', 'Istituto Nazionale di Fisica Nucleare, Sezione di Pisa', 'Narodowe Centrum Badań Jądrowych, Otwock', 'Istituto Nazionale di Fisica Nucleare, Sezione di Napoli', 'Istituto Nazionale di Fisica Nucleare, Sezione di Padova', 'Université Paris-Saclay', 'Laboratoire Leprince-Ringuet', 'American University of the Middle East', 'National Institute of Science Education and Research', 'Institute for Scintillation Materials of NAS of Ukraine', 'Indian Institute of Science Education and Research Pune', 'Karlsruher Institut für Technologie', 'Faculty of Electrical Engineering, Mechanical Engineering and Naval Architecture, University of Split', 'Universidad San Francisco de Quito', 'Escuela Politécnica Nacional', 'Georgian Technical University', 'Recinto Universitario de Mayagüez', 'University of Cyprus', 'University of Ruhuna', 'University of Colombo', 'Riga Technical University', 'Yerevan Physics Institute', 'National Institute of Chemical Physics and Biophysics, Tallinn', 'University of Montenegro', 'Institut za Nuklearne Nauke Vinca', 'Institut fiziki vysokikh energii', 'National Research Nuclear University MEPhI', 'Quaid-i-Azam University', 'Institute for Nuclear Problems of Belarusian State University', 'Vilniaus Universitetas', 'Universidad de Antioquia', 'Universidad de Los Andes, Colombia', 'Bhabha Atomic Research Centre', 'Universiteit Gent', 'Universidad de Sonora', 'Çukurova Üniversitesi', 'Sapienza Università di Roma', 'University of Wisconsin-Madison', 'University at Buffalo, The State University of New York', 'California Institute of Technology', 'Institute for Nuclear Research of the Russian Academy of Sciences', 'Scuola Normale Superiore di Pisa', 'Deutsches Elektronen-Synchrotron (DESY)', 'University of California, San Diego', 'Helsinki Institute of Physics', 'Saha Institute of Nuclear Physics', 'University of California, Riverside', 'University of Minnesota Twin Cities', 'University of Delhi', 'University of California, Santa Barbara', 'Universiti Malaya', 'National and Kapodistrian University of Athens', 'Università di Pisa', 'Northeastern University', 'Istanbul Üniversitesi', 'Universität Hamburg', 'Alma Mater Studiorum Università di Bologna', 'Chulalongkorn University', 'Isfahan University of Technology', 'Carnegie Mellon University', 'Sejong University', 'University of Seoul', 'Institute of High Energy Physics Chinese Academy of Science', 'University of Illinois at Chicago', 'University of California, Los Angeles', 'Fayoum University', 'Politecnico di Bari', 'University of Rochester', 'Vrije Universiteit Brussel', 'Universidad Autónoma de Madrid', 'University of Nebraska–Lincoln', 'Lawrence Livermore National Laboratory', 'ETH Zürich', 'Indian Institute of Technology Madras', 'The University of Alabama', 'Tsinghua University', 'Institut fur Hochenergiephysik', 'Eötvös Loránd Tudományegyetem', 'Università degli Studi di Genova', 'Hanyang University', 'Benemerita Universidad Autonoma de Puebla', 'National Central University', 'University of Iowa', 'Tomsk Polytechnic University', 'Rutherford Appleton Laboratory', 'Università degli studi di Bari Aldo Moro', 'Laboratório de Instrumentacao e Física Experimental de Partículas', 'Massachusetts Institute of Technology', 'İstanbul Teknik Üniversitesi', 'University of Virginia', 'Università degli Studi di Firenze', 'Istituto Nazionale di Fisica Nucleare - INFN', 'University of Notre Dame', 'Texas Tech University', 'Sun Yat-Sen University', 'National Research Centre ""Kurchatov Institute""', 'Università degli Studi della Basilicata', 'University of Bristol', 'Brunel University London', 'University of Canterbury', 'Texas A&amp;M University', 'The Catholic University of America', 'University of Maryland, College Park', 'Paul Scherrer Institut', 'Sofia University St. Kliment Ohridski', 'Boston University', 'Panjab University', 'Università degli Studi di Trieste', 'Iranian Research Institute for Fundamental Sciences', 'AGH University of Krakow', 'Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional', 'Università degli Studi di Napoli Federico II', 'Yonsei University', 'Tomsk State University', 'Charles University', 'INFN, Laboratori Nazionali Di Frascati', 'The University of Tennessee, Knoxville', 'University of Kansas', 'Università degli Studi di Pavia', 'Universidad de Cantabria', 'Imperial College London', 'Petersburg Nuclear Physics Institute (PNPI)', 'University of California, Davis', 'LUT University', 'University of Florida', 'Fermi National Accelerator Laboratory', 'Beihang University', 'University of Warsaw', 'Seoul National University', 'Institute for Nuclear Research and Nuclear Energy Bulgarian Academy of Sciences', 'Universiteit Antwerpen', 'Kyungpook National University', 'Universität Zürich', 'Università degli Studi di Milano-Bicocca', 'Università degli Studi di Torino', 'Universidad Iberoamericana', 'Brown University', 'Baylor University', 'Florida Institute of Technology', 'Università degli Studi di Catania', 'Fudan University', 'Wayne State University', 'Purdue University', 'P.N. Lebedev Physical Institute of the Russian Academy of Sciences', 'National Science Center Kharkov Institute of Physics and Technology', 'Centro Brasileiro de Pesquisas Físicas', 'Cornell University', 'Sungkyunkwan University', 'Lomonosov Moscow State University', 'Northwestern University', 'Chonnam National University', 'Universidad de Oviedo', 'Universidade Estadual Paulista ""Júlio de Mesquita Filho""', 'Boğaziçi Üniversitesi', 'The University of Auckland', 'Universidade do Estado do Rio de Janeiro', 'National Taiwan University', 'Rice University', 'Korea University', 'Johns Hopkins University', 'Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas', 'University College Dublin', 'Joint Institute for Nuclear Research, Dubna', 'University of Ioannina', 'Debreceni Egyetem', 'Middle East Technical University (METU)', 'Zhejiang University', 'Vanderbilt University', 'Università degli Studi del Piemonte Orientale ""Amedeo Avogadro""', 'Wigner Research Centre for Physics', 'The Ohio State University', 'Princeton University', 'Università degli Studi di Perugia', 'Helsingin Yliopisto', 'National Technical University of Athens', 'Università degli Studi di Siena', 'Atommagkutató Intézet', 'Florida State University', 'Novosibirsk State University', 'Kyung Hee University', 'Universidade Federal do ABC', 'National Centre for Scientific Research ""DEMOKRITOS""', 'Institut Ruđer Bošković', 'Université Catholique de Louvain', 'Kansas State University', 'Università degli Studi di Padova', 'Moscow Institute of Physics and Technology', 'University of Colorado Boulder', 'Université Libre de Bruxelles', 'MATE', 'Università G. Marconi']","['Germany', 'India', 'Switzerland', 'France', 'France', 'Croatia', 'China', 'United States', 'United States', 'Egypt', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Poland', 'Italy', 'Italy', 'France', 'France', 'Kuwait', 'India', 'Ukraine', 'India', 'Germany', 'Croatia', 'Ecuador', 'Ecuador', 'Georgia', 'Puerto Rico', 'Cyprus', 'Sri Lanka', 'Sri Lanka', 'Latvia', 'Armenia', 'Estonia', 'Montenegro', 'Serbia', 'Russian Federation', 'Russian Federation', 'Pakistan', 'Belarus', 'Lithuania', 'Colombia', 'Colombia', 'India', 'Belgium', 'Mexico', 'Turkey', 'Italy', 'United States', 'United States', 'United States', 'Russian Federation', 'Italy', 'Germany', 'United States', 'Finland', 'India', 'United States', 'United States', 'India', 'United States', 'Malaysia', 'Greece', 'Italy', 'United States', 'Turkey', 'Germany', 'Italy', 'Thailand', 'Iran', 'United States', 'South Korea', 'South Korea', 'China', 'United States', 'United States', 'Egypt', 'Italy', 'United States', 'Belgium', 'Spain', 'United States', 'United States', 'Switzerland', 'India', 'United States', 'China', 'Austria', 'Hungary', 'Italy', 'South Korea', 'Mexico', 'Taiwan', 'United States', 'Russian Federation', 'United Kingdom', 'Italy', 'Portugal', 'United States', 'Turkey', 'United States', 'Italy', 'Italy', 'United States', 'United States', 'China', 'Russian Federation', 'Italy', 'United Kingdom', 'United Kingdom', 'New Zealand', 'United States', 'United States', 'United States', 'Switzerland', 'Bulgaria', 'United States', 'India', 'Italy', 'Iran', 'Poland', 'Mexico', 'Italy', 'South Korea', 'Russian Federation', 'Czech Republic', 'Italy', 'United States', 'United States', 'Italy', 'Spain', 'United Kingdom', 'Russian Federation', 'United States', 'Finland', 'United States', 'United States', 'China', 'Poland', 'South Korea', 'Bulgaria', 'Belgium', 'South Korea', 'Switzerland', 'Italy', 'Italy', 'Mexico', 'United States', 'United States', 'United States', 'Italy', 'China', 'United States', 'United States', 'Russian Federation', 'Ukraine', 'Brazil', 'United States', 'South Korea', 'Russian Federation', 'United States', 'South Korea', 'Spain', 'Brazil', 'Turkey', 'New Zealand', 'Brazil', 'Taiwan', 'United States', 'South Korea', 'United States', 'Spain', 'Ireland', 'Russian Federation', 'Greece', 'Hungary', 'Turkey', 'China', 'United States', 'Italy', 'Hungary', 'United States', 'United States', 'Italy', 'Finland', 'Greece', 'Italy', 'Hungary', 'United States', 'Russian Federation', 'South Korea', 'Brazil', 'Greece', 'Croatia', 'Belgium', 'United States', 'Italy', 'Russian Federation', 'United States', 'Belgium', 'Hungary', 'Italy']",2022,"['2HDM', 'BSM', 'CMS', 'Higgs']"
Advancement on mixed microalgal-bacterial cultivation systems for nitrogen and phosphorus recoveries from wastewater to promote sustainable bioeconomy,['Chulalongkorn University'],['Thailand'],2022,"['BCG economy', 'Bioremediation', 'Microalgae', 'Mixed microalgal-bacterial consortium', 'Waste recovery', 'Wastewater treatment']"
More on gravitational waves from double monodromy inflation,"['Institute of Nuclear Physics, National Nuclear Center of the Republic of Kazakhstan', 'Al Farabi Kazakh National University', 'Chulalongkorn University', 'Sichuan University', 'INFN, Laboratori Nazionali Di Frascati']","['Kazakhstan', 'Kazakhstan', 'Thailand', 'China', 'Italy']",2022,[]
Reduced nickel on cobalt sulphide with carbon supported (Ni-CoS/C) composite material as a low-cost and efficient electrocatalyst for hydrogen evolution reaction,"['Chulalongkorn University', 'Thiruvalluvar University', 'Universidade Federal de Mato Grosso do Sul']","['Thailand', 'India', 'Brazil']",2022,"['Electrocatalyst', 'Hydrogen evolution reaction', 'Metal catalyst', 'Nickel nanoparticles', 'Water splitting']"
Phosphonated graphene oxide-modified polyacrylamide hydrogel electrolytes for solid-state zinc-ion batteries,"['Chulalongkorn University', 'Helmholtz-Zentrum Berlin für Materialien und Energie (HZB)', 'Helmholtz-Institut Ulm', 'Karlsruher Institut für Technologie, Campus Nord', 'Massachusetts Institute of Technology', 'Universität Potsdam']","['Thailand', 'Germany', 'Germany', 'Germany', 'United States', 'Germany']",2022,"['Flexible battery', 'Gel polymer electrolyte', 'Hydrogen bound', 'Manganese oxide', 'X-ray tomography']"
