title,affiliation_name,affiliation_country,publication_year,keywords
Formalizing railway network using hierarchical timed coloured petri nets,['Chulalongkorn University'],['Thailand'],2019,"['Formal Verification', 'Hierarchical Timed Coloured Petri Nets', 'Petri Nets', 'Railway Network Model']"
Extracting structured data from unstructured text using conditional random field and jaccard similarity,['Chulalongkorn University'],['Thailand'],2019,"['Conditional Random Fields', 'Jaccard Similarity', 'Natural Language Processing', 'Text Similarity', 'Unstructured Text']"
Search for low mass vector resonances decaying into quark-antiquark pairs in proton-proton collisions at s=13 TeV,"['Rheinisch-Westfälische Technische Hochschule Aachen', 'Istituto Nazionale di Fisica Nucleare, Sezione di Pisa', 'Tata Institute of Fundamental Research, Mumbai', 'Institut Pluridisciplinaire Hubert Curien', 'Faculty of Science, University of Split', 'Institute for Particle Physics Phenomenology', 'State Key Laboratory of Nuclear Physics and Technology', 'Purdue University Northwest', 'Rutgers University–New Brunswick', 'Academy of Scientific Research &amp; Technology, Cairo', 'Istituto Nazionale di Fisica Nucleare, Sezione di Trieste', 'Istituto Nazionale di Fisica Nucleare, Sezione di Perugia', 'Istituto Nazionale di Fisica Nucleare, Sezione di Genova', 'Istituto Nazionale di Fisica Nucleare, Sezione di Bologna', 'Istituto Nazionale di Fisica Nucleare, Sezione di Catania', 'Istituto Nazionale di Fisica Nucleare, Sezione di Bari', 'Istituto Nazionale di Fisica Nucleare, Sezione di Milano-Bicocca', 'Istituto Nazionale di Fisica Nucleare, Sezione di Torino', 'Istituto Nazionale di Fisica Nucleare, Sezione di Pavia', 'Istituto Nazionale di Fisica Nucleare, Sezione di Firenze', 'Narodowe Centrum Badań Jądrowych, Otwock', 'Istituto Nazionale di Fisica Nucleare, Sezione di Napoli', 'CSFNSM Centro Siciliano di Fisica Nuclear e Struttura della Materia', 'Istituto Nazionale di Fisica Nucleare, Sezione di Padova', 'Shoolini University', 'Université Paris-Saclay', 'Laboratoire Leprince-Ringuet', 'National Institute of Science Education and Research', 'Suez University', 'Sinop Üniversitesi', 'Şırnak University', 'Pîrî Reis Üniversitesi', 'İstanbul Aydın Üniversitesi', 'Karamanoğlu Mehmetbey Üniversitesi', 'Bingöl Üniversitesi', 'Institute for Scintillation Materials of NAS of Ukraine', 'Indian Institute of Technology Bhubaneswar', 'Indian Institute of Science Education and Research Pune', 'Karlsruher Institut für Technologie', 'Burdur Mehmet Akif Ersoy Üniversitesi', 'Stefan-Meyer-Institut für Subatomare Physik', 'Ozyegin University', 'Adiyaman Üniversitesi', 'Erzincan Binali Yıldırım Üniversitesi', 'Faculty of Electrical Engineering, Mechanical Engineering and Naval Architecture, University of Split', 'Texas A&amp;M University at Qatar', 'Universidad San Francisco de Quito', 'Escuela Politécnica Nacional', 'Ivane Javakhishvili Tbilisi State University', 'Georgian Technical University', 'Institute of Nuclear Physics Uzbekistan Academy of Sciences', 'Recinto Universitario de Mayagüez', 'University of Cyprus', 'University of Ruhuna', 'University of Colombo', 'Riga Technical University', 'Yerevan Physics Institute', 'National Institute of Chemical Physics and Biophysics, Tallinn', 'University of Belgrade', 'University of Montenegro', 'Institut za Nuklearne Nauke Vinca', 'Institut fiziki vysokikh energii', 'National Research Nuclear University MEPhI', 'Quaid-i-Azam University', 'Institute for Nuclear Problems of Belarusian State University', 'Vilniaus Universitetas', 'Universidad de Antioquia', 'Universidad de Los Andes, Colombia', 'Bhabha Atomic Research Centre', 'Universiteit Gent', 'Universidad de Sonora', 'Çukurova Üniversitesi', 'Sapienza Università di Roma', 'University of Wisconsin-Madison', 'University at Buffalo, The State University of New York', 'California Institute of Technology', 'Institute for Nuclear Research of the Russian Academy of Sciences', 'Universidad Autónoma de San Luis Potosí', 'Scuola Normale Superiore di Pisa', 'Deutsches Elektronen-Synchrotron (DESY)', 'University of California, San Diego', 'Helsinki Institute of Physics', 'Universidade Estadual de Campinas', 'Saha Institute of Nuclear Physics', 'University of California, Riverside', 'University of Hyderabad', 'University of Minnesota Twin Cities', 'University of Delhi', 'University of California, Santa Barbara', 'Universiti Malaya', 'National and Kapodistrian University of Athens', 'Università di Pisa', 'Northeastern University', 'Istanbul Üniversitesi', 'Universität Hamburg', 'Alma Mater Studiorum Università di Bologna', 'Chulalongkorn University', 'Isfahan University of Technology', 'Consejo Nacional de Ciencia y Tecnologia Mexico', 'Marmara Üniversitesi', 'Carnegie Mellon University', 'Sejong University', 'Universite de Haute Alsace', 'University of Seoul', 'Institute of High Energy Physics Chinese Academy of Science', 'University of Illinois at Chicago', 'University of California, Los Angeles', 'University of Chinese Academy of Sciences', 'Politecnico di Bari', 'University of Rochester', 'Vrije Universiteit Brussel', 'Universidad Autónoma de Madrid', 'University of Nebraska–Lincoln', 'Lawrence Livermore National Laboratory', 'Hungarian University of Agriculture and Life Sciences', 'IN2P3 - Institut National de Physique Nucléaire et de Physique Des Particules', 'ETH Zürich', 'Indian Institute of Technology Madras', 'The University of Alabama', 'Tsinghua University', 'University of Southampton', 'Institut fur Hochenergiephysik', 'Eötvös Loránd Tudományegyetem', 'Università degli Studi di Genova', 'Hanyang University', 'Benemerita Universidad Autonoma de Puebla', 'National Central University', 'University of Iowa', 'Tomsk Polytechnic University', 'Budker Institute of Nuclear Physics of the Siberian Branch of the RAS', 'Université Claude Bernard Lyon 1', 'The British University in Egypt', 'Rutherford Appleton Laboratory', 'Università degli studi di Bari Aldo Moro', 'Laboratório de Instrumentacao e Física Experimental de Partículas', 'Massachusetts Institute of Technology', 'İstanbul Teknik Üniversitesi', 'University of Virginia', 'Agensi Nuklear Malaysia', 'Università degli Studi di Firenze', 'Istituto Nazionale di Fisica Nucleare - INFN', 'University of Notre Dame', 'Texas Tech University', 'Università degli Studi della Basilicata', 'University of Bristol', 'Brunel University London', 'University of Canterbury', 'Texas A&amp;M University', 'Hacettepe Üniversitesi', 'The Catholic University of America', 'Brandenburgische Technische Universität Cottbus', 'University of Maryland, College Park', 'Paul Scherrer Institut', 'Sofia University St. Kliment Ohridski', 'Organisation Européenne pour la Recherche Nucléaire', 'Boston University', ""Ente Per Le Nuove Tecnologie, l'Energia e l'Ambiente"", 'Monash University', 'Visva-Bharati University', 'Alikhanov Institute for Theoretical and Experimental Physics', 'Panjab University', 'Università degli Studi di Trieste', 'Technische Universität Wien', 'Iranian Research Institute for Fundamental Sciences', 'AGH University of Krakow', 'Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional', 'Università degli Studi di Napoli Federico II', 'Peter the Great St. Petersburg Polytechnic University', 'Tomsk State University', 'Charles University', 'Tokat Gaziosmanpaşa Üniversitesi', 'INFN, Laboratori Nazionali Di Frascati', 'Università di Trento', 'The University of Tennessee, Knoxville', 'University of Kansas', 'Florida International University', 'Università degli Studi di Pavia', 'Universidad de Cantabria', 'Imperial College London', 'Petersburg Nuclear Physics Institute (PNPI)', 'Universidade Federal de Pelotas', 'University of California, Davis', 'LUT University', 'Kafkas Üniversitesi', 'Indian Institute of Science', 'University of Florida', 'Fermi National Accelerator Laboratory', 'Beihang University', 'University of Warsaw', 'Seoul National University', 'Institute for Nuclear Research and Nuclear Energy Bulgarian Academy of Sciences', 'Universiteit Antwerpen', 'Kyungpook National University', 'Universität Zürich', 'Università degli Studi di Milano-Bicocca', 'Università degli Studi di Torino', 'T.C. Beykent Üniversitesi', 'Universidad Iberoamericana', 'Brown University', 'Baylor University', 'University of Mississippi', 'Florida Institute of Technology', 'Università degli Studi di Catania', 'Istanbul Bilgi Üniversitesi', 'Wayne State University', 'Purdue University', 'P.N. Lebedev Physical Institute of the Russian Academy of Sciences', 'Izmir Yüksek Teknoloji Enstitüsü', 'National Science Center Kharkov Institute of Physics and Technology', 'Bethel University', 'Mersin Üniversitesi', 'Centro Brasileiro de Pesquisas Físicas', 'Cornell University', 'Sungkyunkwan University', 'Lomonosov Moscow State University', 'Northwestern University', 'Chonnam National University', 'Universidad de Oviedo', 'Universidade Federal do Rio Grande do Sul', 'Universidade Estadual Paulista ""Júlio de Mesquita Filho""', 'Boğaziçi Üniversitesi', 'The University of Auckland', 'Universidade do Estado do Rio de Janeiro', 'National Taiwan University', 'Rice University', 'Korea University', 'Johns Hopkins University', 'Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas', 'University College Dublin', 'Joint Institute for Nuclear Research, Dubna', 'University of Ioannina', 'Debreceni Egyetem', 'Middle East Technical University (METU)', 'Zhejiang University', 'Vanderbilt University', 'Mimar Sinan Güzel Sanatlar Üniversitesi', 'Politechnika Warszawska', 'Università degli Studi del Piemonte Orientale ""Amedeo Avogadro""', 'Wigner Research Centre for Physics', 'The Ohio State University', 'Princeton University', 'Università degli Studi di Perugia', 'Helsingin Yliopisto', 'National Technical University of Athens', 'Università degli Studi di Siena', 'Atommagkutató Intézet', 'Institute of Physics Bhubaneswar', 'Florida State University', 'Novosibirsk State University', 'Kyung Hee University', 'Universidade Federal do ABC', 'National Centre for Scientific Research ""DEMOKRITOS""', 'Institut Ruđer Bošković', 'Université Catholique de Louvain', 'Kansas State University', 'Università degli Studi di Padova', 'Moscow Institute of Physics and Technology', 'University of Colorado Boulder', 'Université Libre de Bruxelles', 'UFMS', 'Università G. Marconi']","['Germany', 'Italy', 'India', 'France', 'Croatia', 'United Kingdom', 'China', 'United States', 'United States', 'Egypt', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Poland', 'Italy', 'Italy', 'Italy', 'India', 'France', 'France', 'India', 'Egypt', 'Turkey', 'Turkey', 'Turkey', 'Turkey', 'Turkey', 'Turkey', 'Ukraine', 'India', 'India', 'Germany', 'Turkey', 'Austria', 'Turkey', 'Turkey', 'Turkey', 'Croatia', 'Qatar', 'Ecuador', 'Ecuador', 'Georgia', 'Georgia', 'Uzbekistan', 'Puerto Rico', 'Cyprus', 'Sri Lanka', 'Sri Lanka', 'Latvia', 'Armenia', 'Estonia', 'Serbia', 'Montenegro', 'Serbia', 'Russian Federation', 'Russian Federation', 'Pakistan', 'Belarus', 'Lithuania', 'Colombia', 'Colombia', 'India', 'Belgium', 'Mexico', 'Turkey', 'Italy', 'United States', 'United States', 'United States', 'Russian Federation', 'Mexico', 'Italy', 'Germany', 'United States', 'Finland', 'Brazil', 'India', 'United States', 'India', 'United States', 'India', 'United States', 'Malaysia', 'Greece', 'Italy', 'United States', 'Turkey', 'Germany', 'Italy', 'Thailand', 'Iran', 'Mexico', 'Turkey', 'United States', 'South Korea', 'France', 'South Korea', 'China', 'United States', 'United States', 'China', 'Italy', 'United States', 'Belgium', 'Spain', 'United States', 'United States', 'Hungary', 'France', 'Switzerland', 'India', 'United States', 'China', 'United Kingdom', 'Austria', 'Hungary', 'Italy', 'South Korea', 'Mexico', 'Taiwan', 'United States', 'Russian Federation', 'Russian Federation', 'France', 'Egypt', 'United Kingdom', 'Italy', 'Portugal', 'United States', 'Turkey', 'United States', 'Malaysia', 'Italy', 'Italy', 'United States', 'United States', 'Italy', 'United Kingdom', 'United Kingdom', 'New Zealand', 'United States', 'Turkey', 'United States', 'Germany', 'United States', 'Switzerland', 'Bulgaria', 'Switzerland', 'United States', 'Italy', 'Australia', 'India', 'Russian Federation', 'India', 'Italy', 'Austria', 'Iran', 'Poland', 'Mexico', 'Italy', 'Russian Federation', 'Russian Federation', 'Czech Republic', 'Turkey', 'Italy', 'Italy', 'United States', 'United States', 'United States', 'Italy', 'Spain', 'United Kingdom', 'Russian Federation', 'Brazil', 'United States', 'Finland', 'Turkey', 'India', 'United States', 'United States', 'China', 'Poland', 'South Korea', 'Bulgaria', 'Belgium', 'South Korea', 'Switzerland', 'Italy', 'Italy', 'Turkey', 'Mexico', 'United States', 'United States', 'United States', 'United States', 'Italy', 'Turkey', 'United States', 'United States', 'Russian Federation', 'Turkey', 'Ukraine', 'United States', 'Turkey', 'Brazil', 'United States', 'South Korea', 'Russian Federation', 'United States', 'South Korea', 'Spain', 'Brazil', 'Brazil', 'Turkey', 'New Zealand', 'Brazil', 'Taiwan', 'United States', 'South Korea', 'United States', 'Spain', 'Ireland', 'Russian Federation', 'Greece', 'Hungary', 'Turkey', 'China', 'United States', 'Turkey', 'Poland', 'Italy', 'Hungary', 'United States', 'United States', 'Italy', 'Finland', 'Greece', 'Italy', 'Hungary', 'India', 'United States', 'Russian Federation', 'South Korea', 'Brazil', 'Greece', 'Croatia', 'Belgium', 'United States', 'Italy', 'Russian Federation', 'United States', 'Belgium', None, 'Italy']",2019,[]
Biologics for chronic rhinosinusitis,"['University of East Anglia, Norwich Medical School', 'Chulalongkorn University', 'Faculty of Medicine, Khon Kaen University', 'UK Cochrane Centre', 'National Institute for Health and Care Excellence (NICE)', ""Guy's Hospital"", 'Cochrane UK']","['United Kingdom', 'Thailand', 'Thailand', 'United Kingdom', 'United Kingdom', 'United Kingdom', 'United Kingdom']",2019,[]
Pathways to parental anxiety: Effect of coping strategies for disruptive behaviors in children with attention deficit-hyperactivity disorder,"['Chulalongkorn University', 'Prince of Songkla University']","['Thailand', 'Thailand']",2019,"['attention deficit disorder with hyperactivity', 'disruptive behavior', 'parental anxiety']"
A need for screening and early diagnosis of breast cancer,['Chulalongkorn University'],['Thailand'],2019,[]
Changes in protein patterns of Staphylococcus aureus and Escherichia coli by silver nanoparticles capped with poly (4-styrenesulfonic acid-co-maleic acid) polymer,"['Chulalongkorn University', 'Thailand National Center for Genetic Engineering and Biotechnology']","['Thailand', 'Thailand']",2019,"['Escherichia coli', 'nanomedicine', 'nanoparticles', 'proteomics', 'Staphylococcus aureus']"
Survival outcomes of low-risk and intermediate-risk stage ib1 cervical cancer patients,['Chulalongkorn University'],['Thailand'],2019,"['prognostic', 'survival', 'uterine cervical neoplasms']"
A somatic pik3ca p.h1047l mutation in a Thai patient with isolated macrodactyly: A case report,"['Chulalongkorn University', 'Chulabhorn Royal Academy', 'King Chulalongkorn Memorial Hospital', 'Chiang Mai University']","['Thailand', 'Thailand', 'Thailand', 'Thailand']",2019,"['macrodactyly', 'mutation', 'PIK3CA']"
Chronic abdominal pain in children: The importance of endoscopy,['Chulalongkorn University'],['Thailand'],2019,[]
Binder-free centimeter-long V2O5nanofibers on carbon cloth as cathode material for zinc-ion batteries,"['University of Santo Tomas, Manila', 'Chulalongkorn University', 'Hokkaido University', 'Hunan University', 'Zhengzhou University']","['Philippines', 'Thailand', 'Japan', 'China', 'China']",2019,"['Aqueous electrolyte', 'Binder free', 'Carbon cloth', 'Nanofiber', 'Vanadium oxide', 'Zinc trifluoromethanesulfonate', 'Zinc-ion battery']"
"A double masked randomised 4-week, placebo-controlled study in the USA, Thailand and Taiwan to compare the efficacy of oral valganciclovir and topical 2% ganciclovir in the treatment of cytomegalovirus anterior uveitis: Study protocol","['University of California, San Francisco', 'National Taiwan University Hospital', 'Chulalongkorn University', 'Touro University California', 'Faculty of Medicine, Khon Kaen University', 'King Chulalongkorn Memorial Hospital', 'Kaiser Permanente', 'John A. Burns School of Medicine']","['United States', 'Taiwan', 'Thailand', 'United States', 'Thailand', 'Thailand', 'United States', 'United States']",2019,"['cytomegalovirus', 'randomized clinical trial', 'uveitis']"
