title,affiliation_name,affiliation_country,publication_year,keywords
Long-term effectiveness of omalizumab treatment in Thai severe asthmatic patients: A real-life experience,"['Ramathibodi Hospital', 'Chulalongkorn University', 'Phramongkutklao College of Medicine', 'Siriraj Hospital', 'Khon Kaen University', 'Royal Thai Air Force', 'Thammasat University', 'Prince of Songkla University', 'Chiang Mai University', 'Thai Asthma Council']","['Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', None]",2018,[]
Randomized comparison of caregivers' ability to use epinephrine autoinjectors and prefilled syringes for anaphylaxis,"['Vajira Hospital', 'Chulalongkorn University']","['Thailand', 'Thailand']",2018,[]
Effects of aerobic exercise and vitamin C supplementation on rhinitis symptoms in allergic rhinitis patients,"['Chulalongkorn University', 'Indiana University Bloomington']","['Thailand', 'United States']",2018,[]
First episode of preschool wheeze requiring hospitalization:a prospective study on the chance of recurrence and associated factors,['Chulalongkorn University'],['Thailand'],2018,[]
"Differential dendritic cell responses to cell wall mannan of Candida albicans, Candida parapsilosis, and Candida dubliniensis","['Chulalongkorn University', 'Laboratory of Biotechnology']","['Thailand', 'Thailand']",2018,"['Candida albicans', 'Candida dubliniensis', 'Candida parapsilosis', 'Dendritic cells', 'Mannan', 'Oral candidiasis']"
Common viral infections in kidney transplant recipients,"['King Chulalongkorn Memorial Hospital', 'Chulalongkorn University']","['Thailand', 'Thailand']",2018,"['Asia', 'Hepatitis', 'Immunosuppression', 'Kidney transplantation', 'Virus diseases']"
Event shape variables measured using multijet final states in proton-proton collisions at s=13 TeV,"['Rheinisch-Westfälische Technische Hochschule Aachen', 'Istituto Nazionale di Fisica Nucleare, Sezione di Pisa', 'Université Paris-Saclay', 'Tata Institute of Fundamental Research, Mumbai', 'Organisation Européenne pour la Recherche Nucléaire', 'Faculty of Science, University of Split', 'Purdue University Northwest', 'Rutgers University–New Brunswick', 'Academy of Scientific Research &amp; Technology, Cairo', 'Istituto Nazionale di Fisica Nucleare, Sezione di Trieste', 'Istituto Nazionale di Fisica Nucleare, Sezione di Perugia', 'Istituto Nazionale di Fisica Nucleare, Sezione di Genova', 'Istituto Nazionale di Fisica Nucleare, Sezione di Bologna', 'Istituto Nazionale di Fisica Nucleare, Sezione di Catania', 'Istituto Nazionale di Fisica Nucleare, Sezione di Bari', 'Istituto Nazionale di Fisica Nucleare, Sezione di Milano-Bicocca', 'Istituto Nazionale di Fisica Nucleare, Sezione di Torino', 'Istituto Nazionale di Fisica Nucleare, Sezione di Pavia', 'Istituto Nazionale di Fisica Nucleare, Sezione di Firenze', 'Narodowe Centrum Badań Jądrowych, Otwock', 'Istituto Nazionale di Fisica Nucleare, Sezione di Napoli', 'Istituto Nazionale di Fisica Nucleare, Sezione di Padova', 'Shoolini University', 'National Institute of Science Education and Research', 'Islamic Azad University, Science and Research Branch', 'Zewail City of Science and Technology', 'Sinop Üniversitesi', 'Pîrî Reis Üniversitesi', 'İstanbul Aydın Üniversitesi', 'Karamanoğlu Mehmetbey Üniversitesi', 'Bingöl Üniversitesi', 'Institute for Scintillation Materials of NAS of Ukraine', 'Indian Institute of Technology Bhubaneswar', 'Indian Institute of Science Education and Research Pune', 'Université de Strasbourg', 'Karlsruher Institut für Technologie', 'Stefan-Meyer-Institut für Subatomare Physik', 'Ozyegin University', 'Adiyaman Üniversitesi', 'Faculty of Electrical Engineering, Mechanical Engineering and Naval Architecture, University of Split', 'Texas A&amp;M University at Qatar', 'Universidad San Francisco de Quito', 'Escuela Politécnica Nacional', 'Ivane Javakhishvili Tbilisi State University', 'Recinto Universitario de Mayagüez', 'University of Cyprus', 'University of Ruhuna', 'Riga Technical University', 'Yerevan Physics Institute', 'National Institute of Chemical Physics and Biophysics, Tallinn', 'University of Belgrade', 'Institut za Nuklearne Nauke Vinca', 'Institut fiziki vysokikh energii', 'National Research Nuclear University MEPhI', 'Quaid-i-Azam University', 'Institute for Nuclear Problems of Belarusian State University', 'Vilniaus Universitetas', 'Universidad de Los Andes, Colombia', 'Bhabha Atomic Research Centre', 'Universiteit Gent', 'Universidad de Sonora', 'Çukurova Üniversitesi', 'Sapienza Università di Roma', 'University of Wisconsin-Madison', 'University at Buffalo, The State University of New York', 'California Institute of Technology', 'Institute for Nuclear Research of the Russian Academy of Sciences', 'Universidad Autónoma de San Luis Potosí', 'Scuola Normale Superiore di Pisa', 'Deutsches Elektronen-Synchrotron (DESY)', 'University of California, San Diego', 'Helsinki Institute of Physics', 'Universidade Estadual de Campinas', 'Saha Institute of Nuclear Physics', 'University of California, Riverside', 'University of Minnesota Twin Cities', 'University of Delhi', 'Helwan University', 'University of California, Santa Barbara', 'Universiti Malaya', 'National and Kapodistrian University of Athens', 'Università di Pisa', 'Northeastern University', 'Istanbul Üniversitesi', 'Universität Hamburg', 'Alma Mater Studiorum Università di Bologna', 'Chulalongkorn University', 'Isfahan University of Technology', 'Consejo Nacional de Ciencia y Tecnologia Mexico', 'Marmara Üniversitesi', 'Carnegie Mellon University', 'Sejong University', 'Universite de Haute Alsace', 'University of Seoul', 'Institute of High Energy Physics Chinese Academy of Science', 'University of Illinois at Chicago', 'University of California, Los Angeles', 'University of Chinese Academy of Sciences', 'Politecnico di Bari', 'University of Rochester', 'Vrije Universiteit Brussel', 'Universidad Autónoma de Madrid', 'University of Nebraska–Lincoln', 'Lawrence Livermore National Laboratory', 'IN2P3 - Institut National de Physique Nucléaire et de Physique Des Particules', 'ETH Zürich', 'Indian Institute of Technology Madras', 'The University of Alabama', 'Tsinghua University', 'University of Southampton', 'Institut fur Hochenergiephysik', 'Eötvös Loránd Tudományegyetem', 'Università degli Studi di Genova', 'Hanyang University', 'Benemerita Universidad Autonoma de Puebla', 'National Central University', 'University of Iowa', 'Tomsk Polytechnic University', 'Budker Institute of Nuclear Physics of the Siberian Branch of the RAS', 'Université Claude Bernard Lyon 1', 'Rutherford Appleton Laboratory', 'Università degli studi di Bari Aldo Moro', 'Laboratório de Instrumentacao e Física Experimental de Partículas', 'Massachusetts Institute of Technology', 'İstanbul Teknik Üniversitesi', 'University of Virginia', 'Agensi Nuklear Malaysia', 'Università degli Studi di Firenze', 'Istituto Nazionale di Fisica Nucleare - INFN', 'University of Notre Dame', 'Texas Tech University', 'Università degli Studi della Basilicata', 'University of Bristol', 'Brunel University London', 'University of Canterbury', 'Texas A&amp;M University', 'Hacettepe Üniversitesi', 'The Catholic University of America', 'Brandenburgische Technische Universität Cottbus', 'University of Maryland, College Park', 'Paul Scherrer Institut', 'Sofia University St. Kliment Ohridski', 'Boston University', 'Monash University', 'Visva-Bharati University', 'Alikhanov Institute for Theoretical and Experimental Physics', 'Panjab University', 'Università degli Studi di Trieste', 'Technische Universität Wien', 'Iranian Research Institute for Fundamental Sciences', 'Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional', 'Università degli Studi di Napoli Federico II', 'Peter the Great St. Petersburg Polytechnic University', 'International Islamic University Malaysia', 'Charles University', 'Tokat Gaziosmanpaşa Üniversitesi', 'INFN, Laboratori Nazionali Di Frascati', 'Università di Trento', 'The University of Tennessee, Knoxville', 'University of Kansas', 'Florida International University', 'Università degli Studi di Pavia', 'Universidad de Cantabria', 'Imperial College London', 'Petersburg Nuclear Physics Institute (PNPI)', 'Peking University', 'University of California, Davis', 'LUT University', 'Kafkas Üniversitesi', 'Indian Institute of Science', 'University of Florida', 'Fermi National Accelerator Laboratory', 'Beihang University', 'University of Warsaw', 'Seoul National University', 'Institute for Nuclear Research and Nuclear Energy Bulgarian Academy of Sciences', 'Universiteit Antwerpen', 'Kyungpook National University', 'Universität Zürich', 'Università degli Studi di Milano-Bicocca', 'Università degli Studi di Torino', 'T.C. Beykent Üniversitesi', 'Universidad Iberoamericana', 'Brown University', 'Baylor University', 'University of Mississippi', 'Florida Institute of Technology', 'Università degli Studi di Catania', 'Istanbul Bilgi Üniversitesi', 'Wayne State University', 'Purdue University', 'P.N. Lebedev Physical Institute of the Russian Academy of Sciences', 'Izmir Yüksek Teknoloji Enstitüsü', 'National Science Center Kharkov Institute of Physics and Technology', 'Bethel University', 'Mersin Üniversitesi', 'Centro Brasileiro de Pesquisas Físicas', 'Cornell University', 'Sungkyunkwan University', 'Lomonosov Moscow State University', 'Northwestern University', 'Chonnam National University', 'Universidad de Oviedo', 'Universidade Federal do Rio Grande do Sul', 'Utah Valley University', 'Universidade Estadual Paulista ""Júlio de Mesquita Filho""', 'Boğaziçi Üniversitesi', 'The University of Auckland', 'Universidade do Estado do Rio de Janeiro', 'National Taiwan University', 'Rice University', 'Korea University', 'Johns Hopkins University', 'Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas', 'University College Dublin', 'Joint Institute for Nuclear Research, Dubna', 'University of Ioannina', 'King Abdulaziz University', 'Debreceni Egyetem', 'Middle East Technical University (METU)', 'Vanderbilt University', 'Mimar Sinan Güzel Sanatlar Üniversitesi', 'Politechnika Warszawska', 'Università degli Studi del Piemonte Orientale ""Amedeo Avogadro""', 'Wigner Research Centre for Physics', 'The Ohio State University', 'Princeton University', 'Università degli Studi di Perugia', 'Helsingin Yliopisto', 'National Technical University of Athens', 'Università degli Studi di Siena', 'Atommagkutató Intézet', 'Institute of Physics Bhubaneswar', 'Florida State University', 'Novosibirsk State University', 'Kyung Hee University', 'Universidade Federal do ABC', 'National Centre for Scientific Research ""DEMOKRITOS""', 'Institut Ruđer Bošković', 'Université Catholique de Louvain', 'Kansas State University', 'Università degli Studi di Padova', 'Moscow Institute of Physics and Technology', 'University of Colorado Boulder', 'Université Libre de Bruxelles', 'Università G. Marconi', 'Georgian Technical University']","['Germany', 'Italy', 'France', 'India', 'Switzerland', 'Croatia', 'United States', 'United States', 'Egypt', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Poland', 'Italy', 'Italy', 'India', 'India', 'Iran', 'Egypt', 'Turkey', 'Turkey', 'Turkey', 'Turkey', 'Turkey', 'Ukraine', 'India', 'India', 'France', 'Germany', 'Austria', 'Turkey', 'Turkey', 'Croatia', 'Qatar', 'Ecuador', 'Ecuador', 'Georgia', 'Puerto Rico', 'Cyprus', 'Sri Lanka', 'Latvia', 'Armenia', 'Estonia', 'Serbia', 'Serbia', 'Russian Federation', 'Russian Federation', 'Pakistan', 'Belarus', 'Lithuania', 'Colombia', 'India', 'Belgium', 'Mexico', 'Turkey', 'Italy', 'United States', 'United States', 'United States', 'Russian Federation', 'Mexico', 'Italy', 'Germany', 'United States', 'Finland', 'Brazil', 'India', 'United States', 'United States', 'India', 'Egypt', 'United States', 'Malaysia', 'Greece', 'Italy', 'United States', 'Turkey', 'Germany', 'Italy', 'Thailand', 'Iran', 'Mexico', 'Turkey', 'United States', 'South Korea', 'France', 'South Korea', 'China', 'United States', 'United States', 'China', 'Italy', 'United States', 'Belgium', 'Spain', 'United States', 'United States', 'France', 'Switzerland', 'India', 'United States', 'China', 'United Kingdom', 'Austria', 'Hungary', 'Italy', 'South Korea', 'Mexico', 'Taiwan', 'United States', 'Russian Federation', 'Russian Federation', 'France', 'United Kingdom', 'Italy', 'Portugal', 'United States', 'Turkey', 'United States', 'Malaysia', 'Italy', 'Italy', 'United States', 'United States', 'Italy', 'United Kingdom', 'United Kingdom', 'New Zealand', 'United States', 'Turkey', 'United States', 'Germany', 'United States', 'Switzerland', 'Bulgaria', 'United States', 'Australia', 'India', 'Russian Federation', 'India', 'Italy', 'Austria', 'Iran', 'Mexico', 'Italy', 'Russian Federation', 'Malaysia', 'Czech Republic', 'Turkey', 'Italy', 'Italy', 'United States', 'United States', 'United States', 'Italy', 'Spain', 'United Kingdom', 'Russian Federation', 'China', 'United States', 'Finland', 'Turkey', 'India', 'United States', 'United States', 'China', 'Poland', 'South Korea', 'Bulgaria', 'Belgium', 'South Korea', 'Switzerland', 'Italy', 'Italy', 'Turkey', 'Mexico', 'United States', 'United States', 'United States', 'United States', 'Italy', 'Turkey', 'United States', 'United States', 'Russian Federation', 'Turkey', 'Ukraine', 'United States', 'Turkey', 'Brazil', 'United States', 'South Korea', 'Russian Federation', 'United States', 'South Korea', 'Spain', 'Brazil', 'United States', 'Brazil', 'Turkey', 'New Zealand', 'Brazil', 'Taiwan', 'United States', 'South Korea', 'United States', 'Spain', 'Ireland', 'Russian Federation', 'Greece', 'Saudi Arabia', 'Hungary', 'Turkey', 'United States', 'Turkey', 'Poland', 'Italy', 'Hungary', 'United States', 'United States', 'Italy', 'Finland', 'Greece', 'Italy', 'Hungary', 'India', 'United States', 'Russian Federation', 'South Korea', 'Brazil', 'Greece', 'Croatia', 'Belgium', 'United States', 'Italy', 'Russian Federation', 'United States', 'Belgium', 'Italy', 'United States']",2018,"['Hadron-Hadron scattering (experiments)', 'Jet physics', 'Jets']"
A nonrelativistic limit for AdS perturbations,"['International Solvay Institute for Physics and Chemistry', 'Chulalongkorn University', 'Uniwersytet Jagielloński']","['Belgium', 'Thailand', 'Poland']",2018,"['AdS-CFT Correspondence', 'Classical Theories of Gravity', 'Conformal and W Symmetry', 'Integrable Field Theories']"
Melittin induced G1 cell cycle arrest and apoptosis in Chago-K1 human bronchogenic carcinoma cells and inhibited the differentiation of THP-1 cells into tumour- associated macrophages,"['Chulalongkorn University', 'Osaka University', 'Homerton College']","['Thailand', 'Japan', 'United Kingdom']",2018,"['Apoptosis', 'Bronchogenic carcinoma', 'Cathepsin S', 'Melittin', 'Tumor-associated macrophage']"
Alteration of urinary neutrophil gelatinaseassociated lipocalin as a predictor of tacrolimus-induced chronic renal allograft fibrosis in tacrolimus dose adjustments following kidney transplantation,"['Chulalongkorn University', 'King Chulalongkorn Memorial Hospital']","['Thailand', 'Thailand']",2018,[]
Rapid and sensitive detection of Chlamydia trachomatis sexually transmitted infections in resource-constrained settings in Thailand at the point-of-care,"['Chulalongkorn University', 'UCSF School of Medicine', 'University of California, Berkeley', 'Naresuan University', 'Thailand National Center for Genetic Engineering and Biotechnology', ""UCSF Benioff Children's Hospital Oakland"", 'Buddhachinaraj Phitsanulok Hospital']","['Thailand', 'United States', 'United States', 'Thailand', 'Thailand', 'United States', 'Thailand']",2018,[]
The utilization of the surviving sepsis campaign care bundles in the treatment of pediatric patients with severe sepsis or septic shock in a resource-limited environment: A prospective multicenter trial,"['Ramathibodi Hospital', 'Siriraj Hospital', 'Chulalongkorn University', 'Vajira Hospital', 'Khon Kaen University', 'Queen Sirikit National Institute of Child Health', 'Hat Yai Hospital']","['Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand']",2018,"['Decrease in mortality', 'multicenter', 'pediatric', 'septic shock', 'severe sepsis', 'surviving sepsis campaign care bundles']"
"Real-life clinical pattern, management, and survival in Thai patients with early-stage or metastatic triple-negative breast cancer","['Ramathibodi Hospital', 'Siriraj Hospital', 'Bangkok Metropolitan Administration General Hospital', 'National Cancer Institute Thailand', 'Songklanagarind Hospital', 'Prapokklao Hospital', 'King Chulalongkorn Memorial Hospital', 'Vajira Hospital', 'Maharaj Nakorn Chiang Mai Hospital', 'Khon Kaen Regional Hospital', 'Somdech Phra Pinklao Hospital', 'Lopburi Cancer Hospital']","['Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand']",2018,[]
A robust intracellular metabolite extraction protocol for human neutrophil metabolic profiling,"['University of Liverpool', 'Chulalongkorn University']","['United Kingdom', 'Thailand']",2018,[]
Role of mucoprotective agents in endoscopic submucosal dissection-derived ulcers: A systematic review,"['King Chulalongkorn Memorial Hospital', 'Centre Universitaire de Santé McGill']","['Thailand', 'Canada']",2018,"['Healing', 'Mucoprotective agent', 'Post-gastric ESD', 'PPI', 'Ulcer']"
GOODS-ALMA: 1.1 mm galaxy survey: I. Source catalog and optically dark galaxies,"['The University of Tokyo', 'Texas A&amp;M University', 'National Astronomical Research Institute of Thailand', 'Université Paris-Saclay', 'Université de Lyon', 'Academia Sinica, Institute of Astronomy and Astrophysics', 'Atacama Large Millimeter-submillimeter Array', 'Nanjing University', 'California Institute of Technology', 'ESTEC - European Space Research and Technology Centre', 'National Institutes of Natural Sciences - National Astronomical Observatory of Japan', 'Ludwig-Maximilians-Universität München', 'Chulalongkorn University', 'Durham University', 'The Graduate University for Advanced Studies', 'Harvard-Smithsonian Center for Astrophysics', 'University of Sussex', 'Niels Bohr Institutet', 'National Optical Astronomy Observatory', 'University of Massachusetts Amherst', 'European Southern Observatory Santiago', 'The University of Texas at Austin', 'National Observatory of Athens', 'Anhui Normal University', 'Universidad de Valparaiso', 'Space Telescope Science Institute', ""Laboratoire d'Astrophysique de Marseille"", 'Universität Bonn', 'Sterrewacht Leiden', 'The University of Sheffield', 'Universidad de Concepcion']","['Japan', 'United States', 'Thailand', 'France', 'France', 'Taiwan', 'Chile', 'China', 'United States', 'Netherlands', 'Japan', 'Germany', 'Thailand', 'United Kingdom', 'Japan', 'United States', 'United Kingdom', 'Denmark', 'United States', 'United States', 'Chile', 'United States', 'Greece', 'China', 'Chile', 'United States', 'France', 'Germany', 'Netherlands', 'United Kingdom', 'Chile']",2018,"['Galaxies: Active', 'Galaxies: Evolution', 'Galaxies: High-redshift', 'Galaxies: Photometry', 'Galaxies: Star formation', 'Submillimeter: Galaxies']"
Complete genome analysis demonstrates multiple introductions of enterovirus 71 and coxsackievirus A16 recombinant strains into Thailand during the past decade,"['Faculty of Medicine Siriraj Hospital, Mahidol University', 'Thailand Ministry of Public Health', 'Mahidol University', 'Ramathibodi Hospital', 'Chulalongkorn University', 'Thammasat University']","['Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand']",2018,[]
Two-state co-expression network analysis to identify genes related to salt tolerance in Thai rice,"['Chulalongkorn University', ""King Mongkut's University of Technology North Bangkok""]","['Thailand', 'Thailand']",2018,"['Clustering coefficients', 'Gene co-expression network', 'Network analysis', 'Rice genome', 'RNA sequencing', 'Salt stress', 'Salt-tolerant genes', 'Two-state networks', '‘khao dawk mali 105’']"
The [CII] emission as a molecular gas mass tracer in galaxies at low and high redshifts,"['The University of Tokyo', 'University of Science and Technology of China', 'Niels Bohr Institutet', 'National Astronomical Research Institute of Thailand', ""Institut de Recherche sur les Lois Fondamentales de l'Univers"", 'Aix Marseille Université', 'Ludwig-Maximilians-Universität München', 'Chulalongkorn University', 'European Southern Observatory', 'Pontificia Universidad Católica de Valparaíso', 'Chinese Academy of Sciences', 'University of Sussex', 'National Optical Astronomy Observatory', 'Universidad Diego Portales', 'Korea Institute for Advanced Study', 'Universidad de Valparaiso', 'Max Planck Institute for Astronomy']","['Japan', 'China', 'Denmark', 'Thailand', 'France', 'France', 'Germany', 'Thailand', 'Germany', 'Chile', 'China', 'United Kingdom', 'United States', 'Chile', 'South Korea', 'Chile', 'Germany']",2018,"['Galaxies: evolution', 'Galaxies: high redshift', 'Galaxies: ISM-galaxies: star formation', 'Galaxies: starburst', 'Submillimetre: galaxies']"
Rice overexpressing OsNUC1-s reveals differential gene expression leading to yield loss reduction after salt stress at the booting stage,"['Chulalongkorn University', 'Kasetsart University, Kamphaeng Saen Campus', 'Suranaree University of Technology', 'University of California, Davis']","['Thailand', 'Thailand', 'Thailand', 'United States']",2018,"['Booting stage', 'Light saturation point', 'Nucleolin', 'Photosynthesis', 'RNA binding protein', 'Salt stress', 'Transcriptome']"
How might normative and mimetic pressures improve local government service performance reporting?,"['Chulalongkorn University', 'Victoria University of Wellington']","['Thailand', 'New Zealand']",2018,"['Institutional theory', 'Legitimacy threat', 'Public sector accounting', 'Service performance reporting']"
"The new 4th edition World Health Organization classification for thyroid tumors, Asian perspectives","['Kindai University Nara Hospital', 'Kameda Medical Center', 'Shandong University', 'Chulalongkorn University', 'Beijing Cancer Hospital', 'The Catholic University of Korea', 'Shandong Provincial Hospital']","['Japan', 'Japan', 'China', 'Thailand', 'China', 'South Korea', 'China']",2018,[]
The coexistence of Cushing syndrome and gynecomastia as the manifestations of adrenocortical carcinoma,"['Chulalongkorn University', 'Police General Hospital', 'King Chulalongkorn Memorial Hospital']","['Thailand', 'Thailand', 'Thailand']",2018,[]
Genetic diversity and relationships among Lyle's flying fox colonies in Thailand,"['Kasetsart University', 'EcoHealth Alliance', 'Chulalongkorn University']","['Thailand', 'United States', 'Thailand']",2018,"['Filter paper card', 'Gene flow', ""Lyle's flying fox"", 'Population', 'Pteropus lylei']"
Improving Thai word and sentence segmentation using linguistic knowledge,"['Research Organization of Information and Systems National Institute of Informatics', 'Chulalongkorn University', 'National Institute of Advanced Industrial Science and Technology', 'The Graduate University for Advanced Studies']","['Japan', 'Thailand', 'Japan', 'Japan']",2018,"['Summarization', 'Thai', 'Topic extraction', 'Translation', 'Word segmentation']"
Baseline atrial fibrillation is associated with contrast-induced nephropathy after cardiac catheterization in coronary artery disease: Systemic review and meta-analysis,"['Duke University Medical Center', 'Chulalongkorn University', 'Faculty of Medicine Ramathibodi Hospital, Mahidol University', 'University of Hawaiʻi at Mānoa', 'Faculty of Medicine Siriraj Hospital, Mahidol University', 'Jackson Memorial Hospital', 'University of Mississippi Medical Center']","['United States', 'Thailand', 'Thailand', 'United States', 'Thailand', 'United States', 'United States']",2018,"['atrial fibrillation', 'contrast-induced nephropathy', 'mortality']"
Extraction of Trend Keywords and stop words from Thai Facebook pages using character n-Grams,['Chulalongkorn University'],['Thailand'],2018,"['Information retrieval', 'Keyword extraction', 'Social media mining', 'Stop words']"
Numerical data on the shear stress distribution generated by a rotating rod within a stationary ring over a 35-mm cell culture dish,"['Chulalongkorn University', 'Thai-Nichi Institute of Technology']","['Thailand', 'Thailand']",2018,[]
Adjunctive Use of Cidofovir and Intravenous Immunoglobulin to Treat Invasive Adenoviral Disease in Solid Organ Transplant Recipients,"['Beth Israel Deaconess Medical Center', 'Chulalongkorn University', 'Johns Hopkins School of Medicine']","['United States', 'Thailand', 'United States']",2018,"['adenovirus', 'cidofovir', 'intravenous immunoglobulin', 'solid organ transplant']"
"Two regulators, PA3898 and PA2100, modulate the pseudomonas aeruginosa multidrug resistance MexAB-OprM and EmrAB efflux pumps and biofilm formation","['University of Hawaiʻi at Mānoa', 'Chulalongkorn University']","['United States', 'Thailand']",2018,"['EmrAB', 'MexAB-OprM', 'PA2100', 'PA3898', 'Phenazine', 'Pseudomonas aeruginosa']"
Low-density lipoprotein cholesterol target attainment in patients with stable or acute coronary heart disease in the Asia-Pacific region: results from the Dyslipidemia International Study II,"['National University Health System', 'Merck Sharp &amp; Dohme, Australia', 'National Taiwan University Hospital', 'Chulalongkorn University', 'NUS Yong Loo Lin School of Medicine', 'Klinikum Ludwigshafen', 'Yonsei University', 'The University of Rhode Island', 'Merck &amp; Co., Inc.', 'Chinese University of Hong Kong', 'Rutgers University', 'Sri Ganga Ram Hospital', 'MSD Ltd', 'Stiftung Institut für Herzinfarktforschung']","['Singapore', 'Australia', 'Taiwan', 'Thailand', 'Singapore', 'Germany', 'South Korea', 'United States', 'United States', 'Hong Kong', 'United States', 'India', 'United Kingdom', 'Germany']",2018,"['acute coronary syndrome', 'Cholesterol', 'coronary heart disease', 'lipids', 'myocardial infarction', 'statins']"
"Data analysis of the UPb geochronology and LuHf system in zircon and whole-rock Sr, SmNd and Pb isotopic systems for the granitoids of Thailand","['John de Laeter Research Centre', 'PTT Exploration and Production Public Company Limited', 'Universiteit Gent', 'Chulalongkorn University', 'The University of Adelaide', 'Chiang Mai University']","['Australia', 'Thailand', 'Belgium', 'Thailand', 'Australia', 'Thailand']",2018,[]
Cell wall mannan of Candida krusei mediates dendritic cell apoptosis and orchestrates Th17 polarization via TLR-2/MyD88-dependent pathway,"['Chulalongkorn University', 'Laboratory of Biotechnology', 'Massachusetts General Hospital']","['Thailand', 'Thailand', 'United States']",2018,[]
Relations between cardinalities of the finite sequences and the finite subsets of a set,['Chulalongkorn University'],['Thailand'],2018,[]
AFOMP policy number 6: code of ethics for medical physicists in AFOMP Countries,"['Sun Yat-Sen University Cancer Center', 'Jose R. Reyes Memorial Medical Center', 'Universitair Ziekenhuis Gent', 'Queen Mary Hospital Hong Kong', 'Universiti Malaya', 'Chulalongkorn University', 'National Institute of Radiological Sciences Chiba', 'Sungkyunkwan University', 'Dr Kamashi Memorial Hospital']","['China', 'Philippines', 'Belgium', 'Hong Kong', 'Malaysia', 'Thailand', 'Japan', 'South Korea', 'India']",2018,"['Conduct', 'Education', 'Ethics', 'Medical physics', 'Research']"
New application of dynamic magnetic resonance imaging for the assessment of deglutitive tongue movement,"['Tokyo Medical and Dental University', 'CU - TMDU Research and Education Collaboration Center', 'Tokushima University']","['Japan', 'Thailand', 'Japan']",2018,"['Cine-magnetic resonance (MR) imaging', 'Deglutition', 'Movement', 'Tongue']"
The Effect of a Brief HIV Prevention Program on Risk Reduction Behaviors Among Thai Men Diagnosed With Sexually Transmitted Infections,"['Chulalongkorn University', 'Thailand Ministry of Public Health']","['Thailand', 'Thailand']",2018,"['condoms', 'primary prevention', 'risk reduction behavior', 'sexually transmitted diseases']"
Impact of AlCl3 and FeCl2 Addition on Catalytic Behaviors of TiCl4/MgCl2/THF Catalysts for Ethylene Polymerization and Ethylene/1-Hexene Copolymerization,['Chulalongkorn University'],['Thailand'],2018,"['Ethylene/1-hexene copolymerization', 'Lewis acid', 'Linear low-density polyethylene', 'Ziegler-natta catalysts']"
Vonoprazan versus proton-pump inhibitors for gastric endoscopic submucosal dissection-induced ulcers: A systematic review and meta-analysis,"['King Chulalongkorn Memorial Hospital', 'University of Hawaiʻi at Mānoa', 'Faculty of Medicine Siriraj Hospital, Mahidol University']","['Thailand', 'United States', 'Thailand']",2018,"['bleeding', 'endoscopic submucosal dissection', 'gastric neoplasms', 'proton-pump inhibitor', 'vonoprazan']"
Cardol triene inhibits dengue infectivity by targeting kl loops and preventing envelope fusion,['Chulalongkorn University'],['Thailand'],2018,[]
The metal kiln with heat distribution pipes for high quality charcoal and wood vinegar production,"['Chulalongkorn University', 'Fiber Resource Energy Cooporation Ltd', 'Angthong Hospital']","['Thailand', 'Thailand', 'Thailand']",2018,"['Bamboo', 'Charcoal production', 'Heat distribution pipe', 'Metal kiln', 'Wood vinegar']"
"Major depression model induced by repeated and intermittent lipopolysaccharide administration: Long-lasting behavioral, neuroimmune and neuroprogressive alterations","['University of Texas Medical School at Houston', 'Universidade Federal do Ceará', 'Chulalongkorn University', 'Fundacao Oswaldo Cruz', 'Deakin University', 'Universidade do Sul de Santa Catarina', 'Universidade Federal Rural do Semiárido', 'National Institute for Translational Medicine (INCT-TM']","['United States', 'Brazil', 'Thailand', 'Brazil', 'Australia', 'Brazil', 'Brazil', 'Brazil']",2018,"['Chronic depression', 'Forced swimming test', 'LPS', 'Neuroinflammation', 'SAT1', 'Tryptophan catabolism']"
"Metal accumulation in the marine bivalve, Marcia optima collected from the coastal area of Phuket Bay, Thailand","['Chulalongkorn University', 'Prince of Songkla University', 'Center of Excellence on Hazardous Substance Management']","['Thailand', 'Thailand', 'Thailand']",2018,"['Marcia optima', 'Metals', 'Phuket', 'Risk assessment', 'Sediment']"
Incorporation of 13 C-HCO 3  by ammonia-oxidizing archaea and bacteria during ammonia oxidation of sludge from a municipal wastewater treatment plant,"['Chulalongkorn University', 'The University of Tokyo', 'PTT Public Company Limited', 'Bangkok Metropolitan Administration']","['Thailand', 'Japan', 'Thailand', 'Thailand']",2018,"['Ammonia-oxidizing archaea', 'Ammonia-oxidizing bacteria', 'Autotrophic growth', 'DNA-stable isotope probing', 'Wastewater treatment plant']"
