title,affiliation_name,affiliation_country,publication_year,keywords
Synergistic Effect of the Oleic Acid and Oleylamine Mixed-Liquid Matrix on Particle Size and Stability of Sputtered Metal Nanoparticles,"['Hokkaido University', 'Chulalongkorn University']","['Japan', 'Thailand']",2020,"['colloidal stability', 'copper', 'gold', 'matrix sputtering', 'metal nanoparticles', 'oleic acid', 'oleylamine', 'oxidation suppression']"
Understanding the Effects of Antecedents on Continuance Intention to Gather Food Safety Information on Websites,"['Chulalongkorn Business School', 'Shu-Te University']","['Thailand', 'Taiwan']",2020,"['continuance intention', 'expectation-confirmation theory', 'food safety', 'social media', 'technology acceptance model', 'technology readiness']"
A Dual Approach in Direct Ink Writing of Thermally Cured Shape Memory Rubber Toughened Epoxy,"['Chulalongkorn University', 'Oak Ridge National Laboratory', 'The University of Tennessee, Knoxville', 'Case Western Reserve University']","['Thailand', 'United States', 'United States', 'United States']",2020,"['3D printing', 'shape memory', 'thixotropic rheology', 'tough epoxy', 'tunable properties']"
An agile-stage-gate model for medical startups: A case study of a medical product startup in Thailand,"['Chulalongkorn University', 'University of the Thai Chamber of Commerce']","['Thailand', 'Thailand']",2020,"['agile', 'balance transformation', 'new product development', 'stage-gate', 'startup']"
Decision Support System for Power Plant Improvement Investment Using Life-Cycle Cost,['Chulalongkorn University'],['Thailand'],2020,"['DSS', 'Evaluating investment', 'LCCM', 'LCOE', 'Power Plant']"
Observation of electroweak production of W with two jets in proton-proton collisions at s=13 TeV,"['Rheinisch-Westfälische Technische Hochschule Aachen', 'Tata Institute of Fundamental Research, Mumbai', 'College of Engineering and Technology', 'Faculty of Science', 'Institut Pluridisciplinaire Hubert Curien', 'Milli Savunma Üniversitesi', 'Faculty of Science, University of Split', 'Institute for Particle Physics Phenomenology', 'State Key Laboratory of Nuclear Physics and Technology', 'Purdue University Northwest', 'Rutgers University–New Brunswick', 'Academy of Scientific Research &amp; Technology, Cairo', 'Istituto Nazionale di Fisica Nucleare, Sezione di Trieste', 'Istituto Nazionale di Fisica Nucleare, Sezione di Perugia', 'Istituto Nazionale di Fisica Nucleare, Sezione di Genova', 'Istituto Nazionale di Fisica Nucleare, Sezione di Bologna', 'Istituto Nazionale di Fisica Nucleare, Sezione di Catania', 'Istituto Nazionale di Fisica Nucleare, Sezione di Bari', 'Istituto Nazionale di Fisica Nucleare, Sezione di Milano-Bicocca', 'Istituto Nazionale di Fisica Nucleare, Sezione di Torino', 'Istituto Nazionale di Fisica Nucleare, Sezione di Pavia', 'Istituto Nazionale di Fisica Nucleare, Sezione di Firenze', 'Istituto Nazionale di Fisica Nucleare, Sezione di Pisa', 'Narodowe Centrum Badań Jądrowych, Otwock', 'Istituto Nazionale di Fisica Nucleare, Sezione di Napoli', 'CSFNSM Centro Siciliano di Fisica Nuclear e Struttura della Materia', 'Istituto Nazionale di Fisica Nucleare, Sezione di Padova', 'Shoolini University', 'University of Science and Technology of Mazandaran, Behshahr', 'Université Paris-Saclay', 'Laboratoire Leprince-Ringuet', 'National Institute of Science Education and Research', 'Zewail City of Science and Technology', 'Necmettin Erbakan Üniversitesi', 'Sinop Üniversitesi', 'Şırnak University', 'Pîrî Reis Üniversitesi', 'İstanbul Aydın Üniversitesi', 'Karamanoğlu Mehmetbey Üniversitesi', 'Bingöl Üniversitesi', 'Institute for Scintillation Materials of NAS of Ukraine', 'Indian Institute of Technology Bhubaneswar', 'Indian Institute of Science Education and Research Pune', 'Karlsruher Institut für Technologie', 'Stefan-Meyer-Institut für Subatomare Physik', 'Ozyegin University', 'Adiyaman Üniversitesi', 'Erzincan Binali Yıldırım Üniversitesi', 'Faculty of Electrical Engineering, Mechanical Engineering and Naval Architecture, University of Split', 'Texas A&amp;M University at Qatar', 'Universidad San Francisco de Quito', 'Escuela Politécnica Nacional', 'Ivane Javakhishvili Tbilisi State University', 'Georgian Technical University', 'Recinto Universitario de Mayagüez', 'University of Cyprus', 'Eastern University, Sri Lanka', 'University of Ruhuna', 'University of Colombo', 'Riga Technical University', 'Yerevan Physics Institute', 'National Institute of Chemical Physics and Biophysics, Tallinn', 'University of Belgrade', 'University of Montenegro', 'Institut za Nuklearne Nauke Vinca', 'Institut fiziki vysokikh energii', 'National Research Nuclear University MEPhI', 'Quaid-i-Azam University', 'Institute for Nuclear Problems of Belarusian State University', 'Vilniaus Universitetas', 'Universidad de Antioquia', 'Universidad de Los Andes, Colombia', 'Bhabha Atomic Research Centre', 'Universiteit Gent', 'Universidad de Sonora', 'Çukurova Üniversitesi', 'Sapienza Università di Roma', 'University of Wisconsin-Madison', 'University at Buffalo, The State University of New York', 'California Institute of Technology', 'Institute for Nuclear Research of the Russian Academy of Sciences', 'Universidad Autónoma de San Luis Potosí', 'Scuola Normale Superiore di Pisa', 'Deutsches Elektronen-Synchrotron (DESY)', 'University of California, San Diego', 'Helsinki Institute of Physics', 'Universidade Estadual de Campinas', 'Saha Institute of Nuclear Physics', 'University of California, Riverside', 'University of Hyderabad', 'University of Minnesota Twin Cities', 'University of Delhi', 'University of California, Santa Barbara', 'Universiti Malaya', 'National and Kapodistrian University of Athens', 'Università di Pisa', 'Northeastern University', 'Istanbul Üniversitesi', 'Universität Hamburg', 'Alma Mater Studiorum Università di Bologna', 'Chulalongkorn University', 'Isfahan University of Technology', 'Consejo Nacional de Ciencia y Tecnologia Mexico', 'Marmara Üniversitesi', 'Carnegie Mellon University', 'Sejong University', 'Universite de Haute Alsace', 'University of Seoul', 'Institute of High Energy Physics Chinese Academy of Science', 'University of Illinois at Chicago', 'University of California, Los Angeles', 'Fayoum University', 'University of Chinese Academy of Sciences', 'Politecnico di Bari', 'University of Rochester', 'Vrije Universiteit Brussel', 'Universidad Autónoma de Madrid', 'University of Nebraska–Lincoln', 'Lawrence Livermore National Laboratory', 'IN2P3 - Institut National de Physique Nucléaire et de Physique Des Particules', 'ETH Zürich', 'Indian Institute of Technology Madras', 'The University of Alabama', 'Tsinghua University', 'University of Southampton', 'Institut fur Hochenergiephysik', 'Eötvös Loránd Tudományegyetem', 'Università degli Studi di Genova', 'Hanyang University', 'Benemerita Universidad Autonoma de Puebla', 'National Central University', 'University of Iowa', 'Tomsk Polytechnic University', 'Budker Institute of Nuclear Physics of the Siberian Branch of the RAS', 'Université Claude Bernard Lyon 1', 'The British University in Egypt', 'Rutherford Appleton Laboratory', 'Università degli studi di Bari Aldo Moro', 'Laboratório de Instrumentacao e Física Experimental de Partículas', 'Massachusetts Institute of Technology', 'İstanbul Teknik Üniversitesi', 'University of Virginia', 'Università degli Studi di Firenze', 'Istituto Nazionale di Fisica Nucleare - INFN', 'University of Notre Dame', 'Texas Tech University', 'Sun Yat-Sen University', 'Università degli Studi della Basilicata', 'University of Bristol', 'Brunel University London', 'University of Canterbury', 'Texas A&amp;M University', 'Hacettepe Üniversitesi', 'The Catholic University of America', 'Brandenburgische Technische Universität Cottbus', 'University of Maryland, College Park', 'Nanjing Normal University', 'Paul Scherrer Institut', 'Sofia University St. Kliment Ohridski', 'Organisation Européenne pour la Recherche Nucléaire', 'Boston University', ""Ente Per Le Nuove Tecnologie, l'Energia e l'Ambiente"", 'Monash University', 'Visva-Bharati University', 'Alikhanov Institute for Theoretical and Experimental Physics', 'Panjab University', 'Università degli Studi di Trieste', 'Technische Universität Wien', 'Iranian Research Institute for Fundamental Sciences', 'AGH University of Krakow', 'Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional', 'Università degli Studi di Napoli Federico II', 'Peter the Great St. Petersburg Polytechnic University', 'Yonsei University', 'Tomsk State University', 'Ain Shams University', 'Charles University', 'INFN, Laboratori Nazionali Di Frascati', 'The University of Tennessee, Knoxville', 'University of Kansas', 'Florida International University', 'Università degli Studi di Pavia', 'Universidad de Cantabria', 'Imperial College London', 'Petersburg Nuclear Physics Institute (PNPI)', 'Universidade Federal de Pelotas', 'University of California, Davis', 'LUT University', 'Kafkas Üniversitesi', 'Indian Institute of Technology Bombay', 'Indian Institute of Science', 'University of Florida', 'Fermi National Accelerator Laboratory', 'Beihang University', 'University of Warsaw', 'Seoul National University', 'Eszterházy Károly Catholic University', 'Institute for Nuclear Research and Nuclear Energy Bulgarian Academy of Sciences', 'Universiteit Antwerpen', 'Kyungpook National University', 'Universität Zürich', 'Università degli Studi di Milano-Bicocca', 'Università degli Studi di Torino', 'T.C. Beykent Üniversitesi', 'Universidad Iberoamericana', 'Brown University', 'Baylor University', 'University of Mississippi', 'Florida Institute of Technology', 'Università degli Studi di Catania', 'Fudan University', 'Istanbul Bilgi Üniversitesi', 'Wayne State University', 'Purdue University', 'Universidade Federal de Mato Grosso do Sul', 'P.N. Lebedev Physical Institute of the Russian Academy of Sciences', 'Izmir Yüksek Teknoloji Enstitüsü', 'National Science Center Kharkov Institute of Physics and Technology', 'Bethel University', 'Mersin Üniversitesi', 'Centro Brasileiro de Pesquisas Físicas', 'Cornell University', 'Sungkyunkwan University', 'Lomonosov Moscow State University', 'Northwestern University', 'Chonnam National University', 'Universidad de Oviedo', 'Universidade Federal do Rio Grande do Sul', 'Yakın Doğu Üniversitesi', 'Universidade Estadual Paulista ""Júlio de Mesquita Filho""', 'Boğaziçi Üniversitesi', 'The University of Auckland', 'Universidade do Estado do Rio de Janeiro', 'National Taiwan University', 'Rice University', 'Korea University', 'Johns Hopkins University', 'Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas', 'University College Dublin', 'Joint Institute for Nuclear Research, Dubna', 'University of Ioannina', 'Debreceni Egyetem', 'Middle East Technical University (METU)', 'Zhejiang University', 'Vanderbilt University', 'Mimar Sinan Güzel Sanatlar Üniversitesi', 'Politechnika Warszawska', 'Università degli Studi del Piemonte Orientale ""Amedeo Avogadro""', 'Wigner Research Centre for Physics', 'The Ohio State University', 'Princeton University', 'Erciyes Üniversitesi', 'Università degli Studi di Perugia', 'Helsingin Yliopisto', 'National Technical University of Athens', 'Università degli Studi di Siena', 'Atommagkutató Intézet', 'Institute of Physics Bhubaneswar', 'Florida State University', 'Novosibirsk State University', 'Kyung Hee University', 'Universidade Federal do ABC', 'National Centre for Scientific Research ""DEMOKRITOS""', 'Institut Ruđer Bošković', 'Université Catholique de Louvain', 'Kansas State University', 'Università degli Studi di Padova', 'Moscow Institute of Physics and Technology', 'University of Colorado Boulder', 'Université Libre de Bruxelles', 'Bozok Universitetesi Rektörlügü', 'Università G. Marconi', 'G.H.G. Khalsa College']","['Germany', 'India', 'Egypt', 'Egypt', 'France', 'Turkey', 'Croatia', 'United Kingdom', 'China', 'United States', 'United States', 'Egypt', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Italy', 'Poland', 'Italy', 'Italy', 'Italy', 'India', 'Iran', 'France', 'France', 'India', 'Egypt', 'Turkey', 'Turkey', 'Turkey', 'Turkey', 'Turkey', 'Turkey', 'Turkey', 'Ukraine', 'India', 'India', 'Germany', 'Austria', 'Turkey', 'Turkey', 'Turkey', 'Croatia', 'Qatar', 'Ecuador', 'Ecuador', 'Georgia', 'Georgia', 'Puerto Rico', 'Cyprus', 'Sri Lanka', 'Sri Lanka', 'Sri Lanka', 'Latvia', 'Armenia', 'Estonia', 'Serbia', 'Montenegro', 'Serbia', 'Russian Federation', 'Russian Federation', 'Pakistan', 'Belarus', 'Lithuania', 'Colombia', 'Colombia', 'India', 'Belgium', 'Mexico', 'Turkey', 'Italy', 'United States', 'United States', 'United States', 'Russian Federation', 'Mexico', 'Italy', 'Germany', 'United States', 'Finland', 'Brazil', 'India', 'United States', 'India', 'United States', 'India', 'United States', 'Malaysia', 'Greece', 'Italy', 'United States', 'Turkey', 'Germany', 'Italy', 'Thailand', 'Iran', 'Mexico', 'Turkey', 'United States', 'South Korea', 'France', 'South Korea', 'China', 'United States', 'United States', 'Egypt', 'China', 'Italy', 'United States', 'Belgium', 'Spain', 'United States', 'United States', 'France', 'Switzerland', 'India', 'United States', 'China', 'United Kingdom', 'Austria', 'Hungary', 'Italy', 'South Korea', 'Mexico', 'Taiwan', 'United States', 'Russian Federation', 'Russian Federation', 'France', 'Egypt', 'United Kingdom', 'Italy', 'Portugal', 'United States', 'Turkey', 'United States', 'Italy', 'Italy', 'United States', 'United States', 'China', 'Italy', 'United Kingdom', 'United Kingdom', 'New Zealand', 'United States', 'Turkey', 'United States', 'Germany', 'United States', 'China', 'Switzerland', 'Bulgaria', 'Switzerland', 'United States', 'Italy', 'Australia', 'India', 'Russian Federation', 'India', 'Italy', 'Austria', 'Iran', 'Poland', 'Mexico', 'Italy', 'Russian Federation', 'South Korea', 'Russian Federation', 'Egypt', 'Czech Republic', 'Italy', 'United States', 'United States', 'United States', 'Italy', 'Spain', 'United Kingdom', 'Russian Federation', 'Brazil', 'United States', 'Finland', 'Turkey', 'India', 'India', 'United States', 'United States', 'China', 'Poland', 'South Korea', 'Hungary', 'Bulgaria', 'Belgium', 'South Korea', 'Switzerland', 'Italy', 'Italy', 'Turkey', 'Mexico', 'United States', 'United States', 'United States', 'United States', 'Italy', 'China', 'Turkey', 'United States', 'United States', 'Brazil', 'Russian Federation', 'Turkey', 'Ukraine', 'United States', 'Turkey', 'Brazil', 'United States', 'South Korea', 'Russian Federation', 'United States', 'South Korea', 'Spain', 'Brazil', 'Cyprus', 'Brazil', 'Turkey', 'New Zealand', 'Brazil', 'Taiwan', 'United States', 'South Korea', 'United States', 'Spain', 'Ireland', 'Russian Federation', 'Greece', 'Hungary', 'Turkey', 'China', 'United States', 'Turkey', 'Poland', 'Italy', 'Hungary', 'United States', 'United States', 'Turkey', 'Italy', 'Finland', 'Greece', 'Italy', 'Hungary', 'India', 'United States', 'Russian Federation', 'South Korea', 'Brazil', 'Greece', 'Croatia', 'Belgium', 'United States', 'Italy', 'Russian Federation', 'United States', 'Belgium', 'Turkey', 'Italy', 'India']",2020,"['CMS', 'Physics', 'Vector boson scattering']"
Quasars That Have Transitioned from Radio-quiet to Radio-loud on Decadal Timescales Revealed by VLASS and FIRST,"['California Institute of Technology', 'U.S. Naval Research Laboratory', 'National Astronomical Research Institute of Thailand', 'Inter-university Institute for Data Intensive Astronomy', 'Michigan State University', 'University of Alberta', 'The Center for Cosmology and Particle Physics', 'Chulalongkorn University', 'National Radio Astronomy Observatory', 'University of Virginia', 'National Radio Astronomy Observatory Socorro', 'Uniwersytet Mikołaja Kopernika w Toruniu', 'Texas Tech University', 'University of Maryland, College Park', 'Istituto Di Radioastronomia, Bologna', 'Inter-University Centre for Astronomy and Astrophysics India', 'NASA Goddard Space Flight Center', 'Yale University', 'Princeton University']","['United States', 'United States', 'Thailand', 'South Africa', 'United States', 'Canada', 'United States', 'Thailand', 'United States', 'United States', 'United States', 'Poland', 'United States', 'United States', 'Italy', 'India', 'United States', 'United States', 'United States']",2020,[]
3HWC: The Third HAWC Catalog of Very-high-energy Gamma-Ray Sources,"['Universidad Nacional Autónoma de México', 'National Astronomical Research Institute of Thailand', 'California University of Pennsylvania', 'The University of New Mexico', 'Universidad Michoacana de San Nicolás de Hidalgo', 'University of Wisconsin-Madison', 'Michigan State University', 'Instituto Nacional de Astrofisica Optica y Electronica', 'Chulalongkorn University', 'University of Seoul', 'Henryk Niewodniczanski Institute of Nuclear Physics of the Polish Academy of Sciences', 'University of Rochester', 'Universidad Autónoma del Estado de Hidalgo', 'The University of Utah', 'Shanghai Jiao Tong University', 'Benemerita Universidad Autonoma de Puebla', 'University of Maryland, College Park', 'Instituto Politécnico Nacional', 'Centro de Investigacion y de Estudios Avanzados del Instituto Politécnico Nacional', 'Universidad Autónoma de Chiapas', 'Michigan Technological University', 'Max-Planck-Institut für Kernphysik', 'Stanford University', 'Universidad de Guadalajara', 'Instituto de Ciencias Nucleares de la UNAM', 'Los Alamos National Laboratory', 'Universitat de València', 'Pennsylvania State University', 'Friedrich-Alexander-Universität Erlangen-Nürnberg', 'Università degli Studi di Padova', 'Universidad Politécnica de Pachuca']","['Mexico', 'Thailand', 'United States', 'United States', 'Mexico', 'United States', 'United States', 'Mexico', 'Thailand', 'South Korea', 'Poland', 'United States', 'Mexico', 'United States', 'China', 'Mexico', 'United States', 'Mexico', 'Mexico', 'Mexico', 'United States', 'Germany', 'United States', 'Mexico', 'Mexico', 'United States', 'Spain', 'United States', 'Germany', 'Italy', 'Mexico']",2020,[]
Behavior of concrete confined with epoxy bonded fiber ropes under axial load,"['Chulalongkorn University', 'Sirindhorn International Institute of Technology, Thammasat University', 'Srinakharinwirot University']","['Thailand', 'Thailand', 'Thailand']",2020,"['Compressive strength', 'Concrete', 'Confinement', 'Confinement model', 'Cotton', 'Deformability', 'Fiber Reinforced Polymers', 'FRRP', 'Hemp', 'Polyester, Rope']"
"Willingness to pay for flood insurance: A case study in Phang Khon, Sakon Nakhon Province, Thailand",['Chulalongkorn University'],['Thailand'],2020,"['Contingent Valuation Method', 'Flood Insurance', 'Sakon Nakhon', 'Thailand', 'Willingness to Pay']"
Introducing raspberry Pi and its peripherals to a mechatronics course under COVID-19 Disruption,['Chulalongkorn University'],['Thailand'],2020,"['Engineering education in Thailand', 'New normal instructional design', 'Raspberry Pi ecology']"
