title,affiliation_name,affiliation_country,publication_year,keywords
Development of eco-friendly antifungal and antibacterial adhesive derived from modified cassava starch waste/polyvinyl alcohol containing green synthesized nano-silver,"['Khon Kaen University', 'Khon Kaen University International College', 'Metallurgy and Materials Research Institute Chulalongkorn University', 'Chulalongkorn University', 'Faculty of Medicine, Khon Kaen University', 'Oklahoma State University']","['Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'United States']",2023,[]
Effects of death anxiety and aggression on life satisfaction in the COVID-19 era: Comparisons between different generations and different socioeconomic statuses in Thailand,['Chulalongkorn University'],['Thailand'],2023,"['Actual SES', 'Age', 'Aggression', 'Death anxiety', 'Life satisfaction', 'Perceived SES', 'Sex']"
Highly effective removal of perfluorooctanoic acid (PFOA) in water with DBD-plasma-enhanced rice husks,"['Chulalongkorn University', 'Rajamangala University of Technology Krungthep', 'University of California, Berkeley', 'Silpakorn University']","['Thailand', 'Thailand', 'United States', 'Thailand']",2023,[]
Bifunctional mesoporous silica solid acids for transformation of glucose to 5-hydroxymethylfurfural,"['Chulalongkorn University', 'Center of Excellence on Petrochemical and Materials Technology', 'National Institute of Advanced Industrial Science and Technology', 'Mahidol University', 'Thammasat University']","['Thailand', 'Thailand', 'Japan', 'Thailand', 'Thailand']",2023,"['Acid sites control', 'Biomass', 'Brønsted acid', 'HMF', 'Lewis acid', 'Mesoporous silica']"
The prevalence and economic burden of treatment-resistant depression in Thailand,"['King Chulalongkorn Memorial Hospital', 'Faculty of Medicine, Chulalongkorn University', 'University College London', 'Kasetsart University']","['Thailand', 'Thailand', 'United Kingdom', 'Thailand']",2023,"['Antidepressants', 'Direct medical costs', 'Economic costs of an illness', 'Intangible costs', 'Major Depressive Disorder (MDD)', 'Productivity loss, Fail-to-treat', 'Treatment-resistant depression (TRD)', 'Unpaid caregivers']"
Development of NiMo carbide catalyst for production of syngas and CNTs by dry reforming of biogas,"['Department of Chemical Engineering', 'Shizuoka University', 'Chulalongkorn University', 'Mahidol University']","['Japan', 'Japan', 'Thailand', 'Thailand']",2023,[]
Quantitative microbial risk assessment of the gastrointestinal risks to swimmers at Southeast Asian urban beaches using site-specific and combined autochthonous and fecal bacteria exposure data,"['Laboratory of Biotechnology', 'Faculty of Tropical Medicine, Mahidol University', 'Sasin School of Management, Bangkok', 'Thailand Ministry of Education', 'Mahidol University', ""King Mongkut's University of Technology Thonburi""]","['Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand']",2023,"['Autochthonous pathogen', 'Fecal indicator bacteria', 'Marine water', 'Quantitative microbial risk assessment', 'Risk', 'Swimmers']"
"Immunogenicity of BNT162b2 in children 6 months to under 5 years of age with previous SARS-CoV-2 infection, in the era of Omicron predominance","['Faculty of Medicine, Chulalongkorn University', 'Thailand National Center for Genetic Engineering and Biotechnology', 'King Chulalongkorn Memorial Hospital']","['Thailand', 'Thailand', 'Thailand']",2023,"['Anti-SARS-CoV-2 IgG', 'BNT162b2 vaccine', 'Child', 'Infant', 'Neutralizing antibody titer', 'SARS-CoV-2 vaccine']"
DFT insight into metals and ligands substitution effects on reactivity of phenoxy-imine catalysts for ethylene polymerization,"['Chulalongkorn University', 'Hokkaido University']","['Thailand', 'Japan']",2023,"['DFT calculations', 'Ethylene polymerization', 'FI catalyst', 'Mechanism', 'Nickel']"
Design and development of a magnetic field-enabled platform for delivering polymer-coated iron oxide nanoparticles to breast cancer cells,"['Chulalongkorn University', 'Metallurgy and Materials Research Institute Chulalongkorn University', 'University of the Philippines Manila', 'Kasetsart University']","['Thailand', 'Thailand', 'Philippines', 'Thailand']",2023,"['Alginate', 'Chitosan', 'Iron oxide nanoparticles', 'Magnetic targeting delivery', 'Stimuli-responsive']"
"After morning, phew! A knowledge, attitudes, and practices survey related to emergency oral contraception in Thai pharmacists","['Burapha University', 'Chulalongkorn University', 'Naresuan University']","['Thailand', 'Thailand', 'Thailand']",2023,"['Health knowledge, attitudes, practice', 'In-depth interview', 'Levonorgestrel', 'Postcoital contraception', 'Surveys and questionnaires']"
Development of alantolactone-loaded zein and shellac nanoparticles for controlled release in simulated gastrointestinal digestion,"['College of Biosystems Engineering and Food Science', 'Chulalongkorn University', 'Harbin Institute of Technology', 'Indian Institute of Technology Bombay', 'Zhejiang University']","['China', 'Thailand', 'China', 'India', 'China']",2023,"['Alantolactone', 'Antioxidant', 'Antitumor', 'Controlled release', 'Nanoparticles', 'Zein']"
How do prolonged anchorage-free lifetimes strengthen non-small-cell lung cancer cells to evade anoikis?  A link with altered cellular metabolomics,"['Chulalongkorn University', 'Eastern Asia University']","['Thailand', 'Thailand']",2023,"['Anchorage-independent growth', 'Anoikis', 'Anoikis resistance', 'Metabolomics', 'Metastasis', 'Non-small-cell lung cancer']"
Shape transformation of 4D printed edible insects triggered by thermal dehydration,['Chulalongkorn University'],['Thailand'],2023,"['3D printing', 'Edible insects', 'Food design', 'Future food', 'Shape transformation']"
The effect of different hemostatic agents following dental extraction in patients under oral antithrombotic therapy: a network meta-analysis,"['Chulalongkorn University', 'Chulalongkorn Business School']","['Thailand', 'Thailand']",2023,[]
Seroprevalence of leptospirosis among blood donors in an endemic area,"['Faculty of Medicine, Chulalongkorn University', 'King Chulalongkorn Memorial Hospital', 'Thai Red Cross Agency', 'Chulalongkorn University', 'University of Pittsburgh School of Medicine', 'Thailand Public Health Research Fellowship', 'National Institute of Health of Thailand', 'Academy of Science']","['Thailand', 'Thailand', 'Thailand', 'Thailand', 'United States', 'United Kingdom', 'Thailand', 'Thailand']",2023,[]
A diverse ancestrally-matched reference panel increases genotype imputation accuracy in a underrepresented population,"['Faculty of Medicine, Chulalongkorn University', 'Chulalongkorn University', 'Bangkok Hospital Medical Center', 'Bumrungrad International Hospital', 'Thailand National Science and Technology Development Agency', 'Universiteit van Amsterdam', 'Broad Institute']","['Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Netherlands', 'United States']",2023,[]
Development of peptide nucleic acid-based bead array technology for Bacillus cereus detection,"['Chulalongkorn University', ""Queen's University Belfast"", 'Thailand National Center for Genetic Engineering and Biotechnology', 'International Joint Research Center on Food Security']","['Thailand', 'United Kingdom', 'Thailand', 'Thailand']",2023,[]
Acceptability of telemedicine for follow up after contraceptive implant initiation at an obstetrics and gynecologic training center,"['King Chulalongkorn Memorial Hospital', 'Faculty of Medicine, Chulalongkorn University', 'University of Phayao', 'Harvard T.H. Chan School of Public Health']","['Thailand', 'Thailand', 'Thailand', 'United States']",2023,"['Contraceptive implant', 'COVID-19', 'Long-acting reversible contraceptives', 'Telehealth', 'Telemedicine']"
A facile and automated microfluidic electrochemical platform for the in-field speciation analysis of inorganic arsenic,['Chulalongkorn University'],['Thailand'],2023,"['Arsenic', 'Electrochemical detection', 'Microfluidic device', 'Smartphone', 'Speciation']"
Neuroprotective compounds from marine invertebrates,"['Chulalongkorn University', 'Universitas Padjadjaran', 'ETFLIN']","['Thailand', 'Indonesia', 'Indonesia']",2023,"['Immune cell activation', 'Marine invertebrate', 'Neuron apoptosis', 'Neuronal injury', 'Protein plaque', 'α-synuclein']"
Using a discrete choice experiment to elicit patients preferences and willingness-to-pay for knee osteoarthritis treatments in Thailand,"['Chulalongkorn University', 'Faculty of Medicine, Chulalongkorn University', 'Harrison School of Pharmacy']","['Thailand', 'Thailand', 'United States']",2023,[]
Functional consequences of C-terminal mutations in RUNX2,"['Chulalongkorn University', 'King Chulalongkorn Memorial Hospital', 'Faculty of Medicine, Chulalongkorn University']","['Thailand', 'Thailand', 'Thailand']",2023,[]
Detection of Extended-spectrum -lactamase-producing Escherichia coli isolates by isothermal amplification and association of their virulence genes and phylogroups with extraintestinal infection,"['Chulalongkorn University', 'National Institute of Infectious Diseases']","['Thailand', 'Japan']",2023,[]
Assessment of infant outgrowth of cows milk allergy in relation to the faecal microbiome and metaproteome,"['Wageningen University &amp; Research', ""Great North Children's Hospital"", 'Nutricia Research, Netherlands', 'Utrechts Instituut voor Farmaceutische Wetenschappen', 'Azienda Ospedaliera Universitaria Integrata Verona', 'NYU Langone Health', 'St. Marien Hospital, Bonn', 'Azienda Ospedale Università Padova', 'Charité – Universitätsmedizin Berlin', 'Faculty of Medicine, Prince of Songkia University', 'Shanghai Jiao Tong University', 'Uniwersytet Warminsko-Mazurski w Olsztynie', 'Faculty of Medicine Ramathibodi Hospital, Mahidol University', ""KK Women's And Children's Hospital"", 'The Royal London Hospital', 'Leicester Royal Infirmary', ""Guy's and St Thomas' NHS Foundation Trust"", 'Ruhr-Universitat Bochum', ""Arkansas Children's Hospital"", 'Faculty of Medicine, Chulalongkorn University', 'Baylor College of Medicine', 'University Hospital Southampton NHS Foundation Trust']","['Netherlands', 'United Kingdom', 'Netherlands', 'Netherlands', 'Italy', 'United States', 'Germany', 'Italy', 'Germany', 'Thailand', 'China', 'Poland', 'Thailand', 'Singapore', 'United Kingdom', 'United Kingdom', 'United Kingdom', 'Germany', 'United States', 'Thailand', 'United States', 'United Kingdom']",2023,[]
"Knowledge, attitude, and intended practice of abortion among pharmacy students in Thailand after the amendment of the Thai Abortion Law","['King Chulalongkorn Memorial Hospital', 'Faculty of Medicine, Chulalongkorn University', 'Harvard T.H. Chan School of Public Health', 'Chulalongkorn University']","['Thailand', 'Thailand', 'United States', 'Thailand']",2023,"['Attitude', 'Knowledge', 'Medical abortion', 'Pharmacy students', 'Practice']"
Effect of plant produced Anti-hIL-6 receptor antibody blockade on pSTAT3 expression in human peripheral blood mononuclear cells,"['Chulalongkorn University', 'Universitat fur Bodenkultur Wien', 'Ltd.']","['Thailand', 'Austria', 'Thailand']",2023,[]
Effectiveness of iodine for continuous decontamination of dental unit waterline,['Chulalongkorn University'],['Thailand'],2023,[]
"Dynamic estimates of pressure and CO2-storage capacity in carbonate reservoirs in a depleted gas field, northeastern Thailand","['Chulalongkorn University', 'SLB']","['Thailand', 'Thailand']",2023,"['Carbonate reservoir', 'Geological CO2 storage', 'Khorat plateau', 'Numerical simulation']"
MarketTrust: blockchain-based trust evaluation model for SIoT-based smart marketplaces,"['Chulalongkorn University', 'Prince Sultan University']","['Thailand', 'Saudi Arabia']",2023,[]
New product development process and case studies for deep-tech academic research to commercialization,"['Chulalongkorn University', 'Faculty of Medicine, Chulalongkorn University', 'Sasin School of Management, Bangkok']","['Thailand', 'Thailand', 'Thailand']",2023,"['Deep-tech', 'Entrepreneurship', 'Innovation', 'Intellectual property', 'New product development', 'Research to commercialization', 'Technology transfer', 'Technopreneurship']"
Alteration of extracellular matrix proteins in atrophic periodontal ligament of hypofunctional rat molars,"['Chulalongkorn University', 'Universiteit van Amsterdam']","['Thailand', 'Netherlands']",2023,[]
"Sacubitril/valsartan mitigates cardiac remodeling, systolic dysfunction, and preserves mitochondrial quality in a rat model of mitral regurgitation","['Chulalongkorn University', 'Chiang Mai University', 'Mahidol University']","['Thailand', 'Thailand', 'Thailand']",2023,[]
An extinct deep-snouted Alligator species from the Quaternary of Thailand and comments on the evolution of crushing dentition in alligatorids,"['Universite de Poitiers', 'Chulalongkorn University', 'Eberhard Karls Universität Tübingen', 'Martin-Luther-Universität Halle-Wittenberg']","['France', 'Thailand', 'Germany', 'Germany']",2023,[]
Assessing the acceptability and feasibility of reactive drug administration for malaria elimination in a Plasmodium vivax predominant setting: a qualitative study in two provinces in Thailand,"['University of California, San Francisco', 'UCSF Benioff Children‘s Hospital', 'PATH Seattle', 'Chulalongkorn University', 'Khon Kaen University', 'Thailand Ministry of Public Health', 'Uppsala Universitet', 'Ltd.']","['United States', 'United States', 'United States', 'Thailand', 'Thailand', 'Thailand', 'Sweden', 'Thailand']",2023,"['Acceptability', 'Feasibility', 'Malaria elimination', 'Reactive drug administration', 'Thailand']"
Hydrogen peroxide from l-amino acid oxidase of king cobra (Ophiophagus hannah) venom attenuates Pseudomonas biofilms,"['Faculty of Medicine, Chulalongkorn University', 'Thai Red Cross Agency', 'National Institute of Allergy and Infectious Diseases (NIAID)']","['Thailand', 'Thailand', 'United States']",2023,[]
Roles of extracellular adenosine triphosphate on the functions of periodontal ligament cells,"['Chulalongkorn University', 'Tohoku University']","['Thailand', 'Japan']",2023,[]
Is automatic cephalometric software using artificial intelligence better than orthodontist experts in landmark identification?,"['Chulalongkorn University', 'Chongqing Medical University', 'Chongqing Haochi Private Dental Clinic', 'Chongqing Municipal Key Laboratory of Oral Biomedical Engineering of Higher Education', 'Chongqing Key Laboratory of Oral Diseases and Biomedical Sciences']","['Thailand', 'China', 'China', 'China', 'China']",2023,"['Artificial intelligence', 'Automatic digitization', 'Cephalometric tracings']"
Effect of mixed light emitting diode spectrum on antioxidants content and antioxidant activity of red lettuce grown in a closed soilless system,"['Vidyasirimedhi Institute of Science and Technology', ""King Mongkut's University of Technology North Bangkok"", 'Chulalongkorn University', 'Hokkaido University', 'Tree Moments Co. Ltd']","['Thailand', 'Thailand', 'Thailand', 'Japan', 'Thailand']",2023,"['Antioxidant enzymes', 'Continuous light', 'Hydroponic cultivation', 'Light spectrum', 'Molecular antioxidants', 'Phenolics productivity']"
Automatic identification of medically important mosquitoes using embedded learning approach-based image-retrieval system,"[""King Mongkut's Institute of Technology Ladkrabang"", 'Faculty of Tropical Medicine, Mahidol University', 'Chulalongkorn University', 'Suan Dusit University']","['Thailand', 'Thailand', 'Thailand', 'Thailand']",2023,[]
Computational model for lipid binding regions in phospholipase (Ves a 1) from Vespa venom,"['Chulalongkorn University', 'Khon Kaen University', 'Faculty of Medicine, Prince of Songkia University']","['Thailand', 'Thailand', 'Thailand']",2023,[]
Exploring the Xylariaceae and its relatives,"['Nakhon Phanom University', 'Liverpool John Moores University', 'Chulalongkorn University', 'Ramkhamhaeng University', 'Maejo University', 'Khon Kaen University', 'Thailand National Center for Genetic Engineering and Biotechnology', 'Srinakharinwirot University', 'Cpf Food Research and Development Center', 'Institute for the Promotion of Teaching Science and Technology (IPST)', 'Forest Products Research Division']","['Thailand', 'United Kingdom', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand', 'Thailand']",2023,"['Chemical profiles', 'Ecological aspects', 'Endophytes', 'Host and habitat preferences', 'Plant diseases', 'Systematics', 'Xylariaceae', 'Xylariales']"
First-principles demonstration of band filling-induced significant improvement in thermodynamic stability and mechanical properties of Sc 1-x Ta x B 2 solid solutions,"['Chulalongkorn University', 'Linköpings Universitet']","['Thailand', 'Sweden']",2023,[]
Wear effects between polymethyl methacrylate occlusal splints and opposing dentin surfaces during bruxism mimicking events,['Chulalongkorn University'],['Thailand'],2023,[]
European survey on the use of patient contact shielding during radiological examinations,"['Université Paris Cité', 'Greek Atomic Energy Commission', 'IRCCS Burlo Garofolo', 'Aarhus Universitet', 'Chulalongkorn University', 'Universidad Complutense de Madrid', 'Mater Misericordiae University Hospital', 'Glan Clwyd Hospital', 'Hôpitaux Universitaires de Genève', 'University College Dublin', 'University of Crete', 'Member ESR-Patient Advisory Group', 'European Federation of Organizations for Medical Physics', 'European Federation of Radiographer Societies', 'Faculty of Dental Medicine and Health', 'European Radiation Dosimetry Group', 'European Society of Radiology', 'Instituto Nacional de Gestión Sanitaria']","['France', 'Greece', 'Italy', 'Denmark', 'Thailand', 'Spain', 'Ireland', 'United Kingdom', 'Switzerland', 'Ireland', 'Greece', 'Belgium', 'Netherlands', 'Belgium', 'Croatia', 'Germany', 'Austria', 'Spain']",2023,"['Medical imaging', 'Patient shielding', 'Radiation protection', 'Surveys and questionnaires']"
Techno-economic assessment of co-production of edible bioplastic and food supplements from Spirulina,"['Chulalongkorn University', 'Massachusetts Institute of Technology']","['Thailand', 'United States']",2023,[]
"Cross-cultural translation, reliability and validity of the Thai version of the PatientReported Outcomes Measurement Information System (PROMIS) Parent Proxy Upper Extremity Short Form 8a in children with congenital upper extremity anomalies",['King Chulalongkorn Memorial Hospital'],['Thailand'],2023,"['Parent proxy', 'PROMIS', 'Thai', 'Translation', 'Upper extremities']"
Effects of PmDOME and PmSTAT knockdown on white spot syndrome virus infection in Penaeus monodon,"['Chulalongkorn University', 'Thailand National Center for Genetic Engineering and Biotechnology']","['Thailand', 'Thailand']",2023,[]
"Correction: Phoyunnanin E inhibits migration of non-small cell lung cancer cells via suppression of epithelial-to-mesenchymal transition and integrin v and integrin 3 (BMC Complementary and Alternative Medicine, (2017), 17, 1, (553), 10.1186/s12906-017-2059-7)",['Chulalongkorn University'],['Thailand'],2023,[]
Signaling mechanisms in renal compensatory hypertrophy revealed by multi-omics,"['National Heart, Lung, and Blood Institute (NHLBI)', 'Faculty of Medicine, Chulalongkorn University', 'Johns Hopkins School of Medicine']","['United States', 'Thailand', 'United States']",2023,[]
